0.1179423;0;0.02603029;0;1;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0.962325;0;0.3176219;-0.04839293;-0.04477224;0.9459229;36.62379;351.4014;351.7298;1.014531;-0.02968018;-0.003751855;0;0;0;0;0;0;-0.007326358;-0.1309229;-0.02991296;0.01391096;-0.044968;-0.04046026;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2976998;0.087828;-0.1069506;0.9668497;0.3022448;0.400271;-1.75202;-0.06368722;-0.3136137;0.2184696;0.04630885;0.8372115;0.2009724;-0.1670564;-0.2442959;-0.07551555;1.723111E-09;4.011929E-19;0.0754121;0.1161852;1.181391;0.6734281;-1.231676;0.001700817;0.5035391;1.889863E-09;4.400181E-19;0.1297862;0.1313224;0.8183218;0.7844313;-0.8276183;0.2423919;0.2670171;-1.328473;-0.2847805;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.6679695;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116842;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7888542;-0.7317184;0.8116841;0.8116841;0.6679692;-0.6108341;0.8116841;0.8116842;0.6679698;-0.6108169;0.811684;0.8116842;0.667969;
0.002116412;0.9627573;-0.0003497489;0.3172209;-0.04952678;-0.04417563;0.9460267;36.57133;351.2816;351.7671;1.016009;-0.03082657;-0.007538638;0;0;0;0;0;0;-0.009517174;-0.130739;-0.03231812;0.01132911;-0.04293504;-0.04143228;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2962982;0.08827996;-0.1037811;0.9664978;0.3012172;0.4003197;-1.752134;-0.06413226;-0.3125373;0.2173605;0.04803442;0.8416619;0.1983947;-0.1673275;-0.2426842;-0.07332645;1.723111E-09;4.011929E-19;0.08112664;0.1247888;1.185524;0.6668354;-1.230365;0.001486772;0.4638523;1.889863E-09;4.400181E-19;0.1336738;0.139655;0.8382875;0.7851754;-0.8411433;0.2390905;0.2463204;-1.328472;-0.2847802;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.667969;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116837;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328471;-0.2847741;0.64046;0.64046;0.7799778;-0.6752055;0.8116841;0.8116841;0.6679696;-0.610834;0.8116841;0.8116842;0.6679698;-0.6108169;0.8116837;0.8116842;0.667969;
0.004178785;0.963175;-0.0006901883;0.3168296;-0.05062308;-0.04361592;0.9461257;36.52015;351.1652;351.801;1.017461;-0.03185133;-0.0112374;0;0;0;0;0;0;-0.01170026;-0.1304353;-0.03451905;0.008838543;-0.04086855;-0.04214998;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2949403;0.08877412;-0.1009128;0.9662097;0.3003276;0.4003622;-1.752235;-0.0645421;-0.3114919;0.2162334;0.04990886;0.8460305;0.195867;-0.1674195;-0.2410281;-0.07103003;1.723111E-09;4.011929E-19;0.08666139;0.1332115;1.188453;0.6607305;-1.228155;0.0008492942;0.4242968;1.889863E-09;4.400181E-19;0.1373517;0.1478693;0.8568287;0.7859607;-0.8535207;0.2356765;0.2252052;-1.328473;-0.2847805;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.6679695;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116837;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7711198;-0.6199122;0.8116841;0.8116841;0.6679696;-0.610834;0.8116841;0.8116842;0.6679698;-0.6108169;0.8116837;0.8116842;0.667969;
0.006167978;0.9635748;-0.001019191;0.316451;-0.05167443;-0.04309569;0.9462194;36.4706;351.0529;351.8314;1.018873;-0.03275201;-0.01482129;0;0;0;0;0;0;-0.01385796;-0.1300244;-0.0365103;0.006458576;-0.03879473;-0.04262917;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2936347;0.08930314;-0.09834371;0.9659832;0.2995696;0.400398;-1.752321;-0.06491375;-0.3104894;0.2149429;0.05092373;0.8502864;0.1940522;-0.1672876;-0.2396212;-0.06865639;1.723111E-09;4.011929E-19;0.09198014;0.1413852;1.1903;0.655132;-1.225185;-0.0001722501;0.3852296;1.889863E-09;4.400181E-19;0.1408042;0.1559008;0.8738603;0.7867977;-0.8647036;0.2321995;0.2038946;-1.328472;-0.2847802;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.6679695;-0.6108341;0.8116838;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116842;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7623833;-0.5663409;0.8116841;0.8116841;0.6679696;-0.610834;0.8116838;0.8116842;0.6679698;-0.6108169;0.8116837;0.8116842;0.667969;
0.008098729;0.9639586;-0.001336358;0.3160844;-0.05268456;-0.04261223;0.9463082;36.42262;350.9442;351.8585;1.02025;-0.03353805;-0.0182995;0;0;0;0;0;0;-0.01599308;-0.1295162;-0.03830503;0.004182117;-0.03671774;-0.04289082;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2923778;0.08986453;-0.09604286;0.9658152;0.2989279;0.4004287;-1.752394;-0.06524848;-0.3095163;0.213821;0.05314916;0.8544357;0.1915765;-0.1670559;-0.2378584;-0.06621449;1.723111E-09;4.011929E-19;0.09710058;0.1493197;1.191196;0.6500009;-1.221554;-0.001545771;0.3466388;1.889863E-09;4.400181E-19;0.1440501;0.1637634;0.8894672;0.7876985;-0.8747586;0.2286743;0.1824148;-1.328473;-0.2847805;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.667969;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116842;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7537844;-0.5144681;0.8116841;0.8116841;0.6679692;-0.6108341;0.8116838;0.8116842;0.6679699;-0.6108167;0.811684;0.8116842;0.667969;
0.01026046;0.9643782;-0.001591034;0.3155308;-0.05425978;-0.04180618;0.9464399;36.35063;350.7769;351.9077;1.021819;-0.03521846;-0.02194433;0;0;0;0;0;0;-0.01849364;-0.1280254;-0.04058595;0.001648219;-0.03371129;-0.04352435;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.291151;0.08967642;-0.08956042;0.9657534;0.2963487;0.400519;-1.752603;-0.06524848;-0.3087665;0.212818;0.05274931;0.8586724;0.1705399;-0.1706212;-0.2228004;-0.06376576;1.723111E-09;4.011929E-19;0.1027049;0.1575729;1.189819;0.6447906;-1.215791;-0.003250511;0.3085811;1.889863E-09;4.400181E-19;0.1473617;0.1722853;0.9048494;0.7888697;-0.8843817;0.2245065;0.1607845;-1.328472;-0.2847802;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.6679695;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116842;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.744451;-0.4637572;0.8116841;0.8116841;0.6679696;-0.610834;0.8116841;0.8116842;0.6679698;-0.6108169;0.811684;0.8116842;0.667969;
0.01235316;0.9647798;-0.001838073;0.3149974;-0.0557668;-0.04104849;0.9465632;36.2814;350.6163;351.9532;1.023338;-0.03673387;-0.02544887;0;0;0;0;0;0;-0.02097606;-0.1264242;-0.04261971;-0.0007788551;-0.03072904;-0.04388406;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.289969;0.08955381;-0.0836717;0.9657335;0.2940235;0.4005996;-1.752789;-0.06524848;-0.3080357;0.2117932;0.05256171;0.8627867;0.1502698;-0.1735919;-0.2082032;-0.06116038;1.723111E-09;4.011929E-19;0.1081224;0.1655615;1.187661;0.6400107;-1.209535;-0.005281582;0.2710385;1.889863E-09;4.400181E-19;0.1504505;0.1806495;0.9188458;0.7901449;-0.8929178;0.2203219;0.1390694;-1.328473;-0.2847805;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.667969;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116842;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7353143;-0.4148058;0.8116841;0.8116841;0.6679696;-0.610834;0.8116841;0.8116842;0.6679698;-0.6108169;0.811684;0.8116842;0.667969;
0.01436459;0.9651609;-0.002074651;0.3144889;-0.05719533;-0.04034304;0.9466773;36.21552;350.4636;351.9948;1.024794;-0.03808244;-0.028787;0;0;0;0;0;0;-0.02341401;-0.1247426;-0.04440541;-0.003076612;-0.02780621;-0.04399647;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2888415;0.08949146;-0.07838538;0.965752;0.2919532;0.400669;-1.752954;-0.06524891;-0.307325;0.2109206;0.05366899;0.8667423;0.1301941;-0.1760331;-0.1939083;-0.0584537;1.723111E-09;4.011929E-19;0.113313;0.1732164;1.184844;0.6356695;-1.202914;-0.007585651;0.234404;1.889863E-09;4.400181E-19;0.1533036;0.188778;0.9313962;0.7915129;-0.9003436;0.2161807;0.1175227;-1.328473;-0.2847805;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.6679695;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116837;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7264832;-0.3680741;0.8116841;0.8116841;0.6679696;-0.610834;0.8116841;0.8116842;0.6679698;-0.6108169;0.811684;0.8116842;0.667969;
0.01633547;0.9655306;-0.002306826;0.3139919;-0.05858155;-0.039671;0.9467859;36.15121;350.315;352.0336;1.026224;-0.03930353;-0.03204325;0;0;0;0;0;0;-0.02586506;-0.1229477;-0.04599838;-0.005303463;-0.02488048;-0.04388331;-2.369698E-24;0;-2.369698E-24;0;1.028553;1.552825E-11;-0.2877391;0.08948612;-0.0735293;0.9658086;0.2900654;0.4007316;-1.753102;-0.06524848;-0.3066269;0.2098671;0.05396548;0.8706405;0.1112012;-0.1779625;-0.1801677;-0.05560155;1.723111E-09;4.011929E-19;0.1184089;0.1807239;1.18136;0.6316395;-1.195811;-0.01019778;0.1978272;1.889863E-09;4.400181E-19;0.1560014;0.1968658;0.9428328;0.793011;-0.9068628;0.2119981;0.09565526;-1.328472;-0.2847802;0.6404601;0.6404601;0.785773;1.068852;0.8116841;0.8116841;0.667969;-0.6108341;0.811684;0.8116842;0.6679698;-0.6108168;0.8116842;0.8116837;0.6679689;-0.4574003;0.8116843;0.8116842;-1.328472;-0.284774;0.64046;0.64046;0.7177667;-0.3224573;0.8116841;0.8116841;0.6679696;-0.610834;0.8116841;0.8116842;0.6679698;-0.6108169;0.811684;0.8116842;0.667969;
