FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.000;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.366;3;0.037;1.056;3.347;4;-0.121;0.761;3.305;5;-0.169;0.501;3.271;6;-0.200;0.320;3.170;7;-0.203;0.273;3.161;8;0.183;0.752;3.302;9;0.212;0.490;3.240;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.235;3.273;15;-0.155;-0.288;3.235;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.260;3.194
Frame2;0.044;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.365;3;0.037;1.057;3.347;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.273;3.161;8;0.183;0.752;3.302;9;0.212;0.489;3.239;10;0.220;0.304;3.141;10;0.220;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.235;3.272;15;-0.156;-0.288;3.236;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.260;3.194
Frame3;0.061;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.365;3;0.038;1.057;3.346;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.273;3.161;8;0.183;0.752;3.302;9;0.212;0.489;3.239;10;0.220;0.304;3.141;10;0.220;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.235;3.272;15;-0.156;-0.288;3.236;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.260;3.194
Frame4;0.078;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.365;3;0.038;1.057;3.346;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.273;3.161;8;0.183;0.752;3.302;9;0.212;0.489;3.239;10;0.220;0.304;3.141;10;0.220;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.235;3.272;15;-0.156;-0.288;3.236;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.260;3.194
Frame5;0.095;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.364;3;0.038;1.057;3.346;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.272;3.161;8;0.183;0.752;3.302;9;0.211;0.489;3.239;10;0.220;0.304;3.141;10;0.220;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.237;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.260;3.194
Frame6;0.112;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.364;3;0.038;1.057;3.346;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.272;3.161;8;0.183;0.752;3.302;9;0.211;0.489;3.239;10;0.220;0.304;3.141;10;0.220;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.237;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.260;3.194
Frame7;0.154;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.363;3;0.038;1.057;3.346;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.272;3.161;8;0.184;0.752;3.301;9;0.212;0.489;3.239;10;0.219;0.304;3.141;10;0.219;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.259;3.194
Frame8;0.171;0;0.018;0.467;3.253;1;0.020;0.520;3.316;2;0.029;0.872;3.363;3;0.038;1.057;3.346;4;-0.121;0.761;3.305;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.272;3.161;8;0.184;0.752;3.301;9;0.212;0.489;3.239;10;0.219;0.304;3.141;10;0.219;0.304;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.084;0.402;3.231;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.259;3.194
Frame9;0.188;0;0.018;0.467;3.253;1;0.020;0.520;3.315;2;0.029;0.872;3.363;3;0.038;1.057;3.346;4;-0.120;0.761;3.304;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.271;3.161;8;0.184;0.752;3.301;9;0.212;0.489;3.239;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.084;0.402;3.230;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.259;3.194
Frame10;0.205;0;0.018;0.467;3.253;1;0.020;0.520;3.315;2;0.029;0.872;3.363;3;0.038;1.057;3.346;4;-0.120;0.761;3.304;5;-0.168;0.501;3.270;6;-0.200;0.319;3.170;7;-0.203;0.271;3.161;8;0.184;0.752;3.301;9;0.212;0.489;3.239;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.084;0.402;3.230;17;0.133;0.050;3.258;18;0.173;-0.235;3.260;19;0.171;-0.259;3.194
Frame11;0.222;0;0.019;0.467;3.253;1;0.020;0.520;3.315;2;0.029;0.872;3.362;3;0.038;1.057;3.346;4;-0.120;0.761;3.304;5;-0.168;0.501;3.269;6;-0.200;0.319;3.170;7;-0.203;0.271;3.161;8;0.184;0.752;3.301;9;0.212;0.490;3.239;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.084;0.402;3.230;17;0.133;0.051;3.258;18;0.173;-0.234;3.260;19;0.171;-0.259;3.194
Frame12;0.239;0;0.019;0.467;3.253;1;0.020;0.520;3.315;2;0.029;0.872;3.362;3;0.038;1.057;3.346;4;-0.120;0.761;3.304;5;-0.168;0.501;3.269;6;-0.200;0.319;3.170;7;-0.203;0.271;3.161;8;0.184;0.752;3.301;9;0.212;0.490;3.239;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.084;0.402;3.230;17;0.133;0.051;3.258;18;0.173;-0.234;3.260;19;0.171;-0.259;3.194
Frame13;0.257;0;0.019;0.467;3.253;1;0.020;0.520;3.315;2;0.029;0.873;3.361;3;0.038;1.057;3.345;4;-0.120;0.761;3.304;5;-0.168;0.501;3.269;6;-0.200;0.319;3.170;7;-0.203;0.271;3.160;8;0.184;0.752;3.300;9;0.212;0.490;3.239;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.085;0.402;3.230;17;0.133;0.051;3.257;18;0.173;-0.234;3.260;19;0.171;-0.259;3.194
Frame14;0.273;0;0.019;0.467;3.253;1;0.020;0.520;3.315;2;0.029;0.873;3.361;3;0.038;1.057;3.345;4;-0.120;0.761;3.304;5;-0.168;0.501;3.269;6;-0.200;0.319;3.170;7;-0.203;0.271;3.160;8;0.184;0.752;3.300;9;0.212;0.490;3.239;10;0.220;0.305;3.141;10;0.220;0.305;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.085;0.402;3.230;17;0.133;0.051;3.257;18;0.173;-0.234;3.260;19;0.171;-0.259;3.194
Frame15;0.290;0;0.019;0.467;3.252;1;0.020;0.520;3.315;2;0.029;0.873;3.361;3;0.037;1.057;3.345;4;-0.120;0.761;3.304;5;-0.168;0.501;3.269;6;-0.200;0.319;3.170;7;-0.203;0.270;3.160;8;0.183;0.752;3.299;9;0.212;0.490;3.239;10;0.220;0.306;3.141;10;0.220;0.306;3.141;12;-0.050;0.403;3.235;13;-0.109;0.040;3.269;14;-0.142;-0.234;3.272;15;-0.157;-0.288;3.238;16;0.085;0.402;3.230;17;0.133;0.051;3.257;18;0.173;-0.234;3.260;19;0.171;-0.259;3.194
