time,HipCenter,HipCenterCoordinates.x,HipCenterCoordinates.y,HipCenterCoordinates.z,Spine,SpineCoordinates.x,SpineCoordinates.y,SpineCoordinates.z,ShoulderCenter,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.zHead,HeadCoordinates.x,HeadCoordinates.y,HeadCoordinates.z,ShoulderLeft,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.z,ElbowLeft,ElbowLeftCoordinates.x,ElbowLeftCoordinates.y,ElbowLeftCoordinates.z,WristLeft,WristLeftCoordinates.x,WristLeftCoordinates.y,WristLeftCoordinates.z,HandLeft,HandLeftCoordinates.x,HandLeftCoordinates.y,HandLeftCoordinates.z,ShoulderRight,ShoulderRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,ElbowRight,ElbowRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,WristRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HandRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HipLeft,HipLeftCoordinates.x,HipLeftCoordinates.y,HipLeftCoordinates.z,KneeLeft,KneeLeftCoordinates.x,KneeLeftCoordinates.y,KneeLeftCoordinates.z,AnkleLeft,AnkleLeftCoordinates.x,AnkleLeftCoordinates.y,AnkleLeftCoordinates.z,FootLeft,FootLeftCoordinates.x,FootLeftCoordinates.y,FootLeftCoordinates.z,HipRight,HipRightCoordinates.x,HipRightCoordinates.y,HipRightCoordinates.z,KneeRight,KneeRightCoordinates.x,KneeRightCoordinates.y,KneeRightCoordinates.z,AnkleRight,AnkleRightCoordinates.x,AnkleRightCoordinates.y,AnkleRightCoordinates.z,FootRight,FootRightCoordinates.x,FootRightCoordinates.y,FootRightCoordinates.z
9.180,0,0.050,0.944,1.377,1,0.052,0.978,1.385,2,-0.077,1.114,1.408,3,0.082,1.339,1.340,4,-0.077,1.114,1.408,5,-0.173,0.975,1.574,6,-0.244,0.742,1.561,7,-0.236,0.686,1.507,8,0.219,1.086,1.416,9,0.332,1.086,1.416,10,0.441,0.847,1.543,10,0.441,0.847,1.543,12,-0.020,0.883,1.368,13,-0.139,1.076,1.535,14,-0.264,0.709,1.553,15,-0.276,0.691,1.538,16,0.112,0.876,1.375,17,0.336,1.020,1.502,18,0.542,0.852,1.557,19,0.419,0.865,1.534
9.189,0,0.050,0.944,1.377,1,0.052,0.978,1.385,2,-0.077,1.114,1.408,3,0.082,1.339,1.340,4,-0.077,1.114,1.408,5,-0.173,0.975,1.574,6,-0.244,0.742,1.561,7,-0.236,0.686,1.507,8,0.219,1.086,1.416,9,0.332,1.086,1.416,10,0.441,0.847,1.543,10,0.441,0.847,1.543,12,-0.020,0.883,1.368,13,-0.139,1.076,1.535,14,-0.264,0.709,1.553,15,-0.276,0.691,1.538,16,0.112,0.876,1.375,17,0.336,1.020,1.502,18,0.542,0.852,1.557,19,0.419,0.865,1.534
9.196,0,0.050,0.944,1.377,1,0.052,0.978,1.385,2,-0.077,1.114,1.408,3,0.082,1.339,1.340,4,-0.077,1.114,1.408,5,-0.173,0.975,1.574,6,-0.244,0.742,1.561,7,-0.236,0.686,1.507,8,0.219,1.086,1.416,9,0.332,1.086,1.416,10,0.441,0.847,1.543,10,0.441,0.847,1.543,12,-0.020,0.883,1.368,13,-0.139,1.076,1.535,14,-0.264,0.709,1.553,15,-0.276,0.691,1.538,16,0.112,0.876,1.375,17,0.336,1.020,1.502,18,0.542,0.852,1.557,19,0.419,0.865,1.534
9.206,0,0.050,0.944,1.377,1,0.052,0.978,1.385,2,-0.077,1.114,1.408,3,0.082,1.339,1.340,4,-0.077,1.114,1.408,5,-0.173,0.975,1.574,6,-0.244,0.742,1.561,7,-0.236,0.686,1.507,8,0.219,1.086,1.416,9,0.332,1.086,1.416,10,0.441,0.847,1.543,10,0.441,0.847,1.543,12,-0.020,0.883,1.368,13,-0.139,1.076,1.535,14,-0.264,0.709,1.553,15,-0.276,0.691,1.538,16,0.112,0.876,1.375,17,0.336,1.020,1.502,18,0.542,0.852,1.557,19,0.419,0.865,1.534
9.213,0,0.050,0.950,1.372,1,0.052,0.983,1.380,2,-0.076,1.121,1.409,3,0.077,1.350,1.336,4,-0.076,1.121,1.409,5,-0.164,0.978,1.575,6,-0.215,0.776,1.551,7,-0.224,0.734,1.513,8,0.217,1.099,1.404,9,0.322,1.099,1.404,10,0.414,0.855,1.519,10,0.414,0.855,1.519,12,-0.020,0.888,1.364,13,-0.199,0.868,1.592,14,-0.281,0.641,1.489,15,-0.195,0.674,1.477,16,0.110,0.882,1.366,17,0.320,1.069,1.460,18,0.542,0.852,1.557,19,0.412,0.855,1.501
9.220,0,0.050,0.950,1.372,1,0.052,0.983,1.380,2,-0.076,1.121,1.409,3,0.077,1.350,1.336,4,-0.076,1.121,1.409,5,-0.164,0.978,1.575,6,-0.215,0.776,1.551,7,-0.224,0.734,1.513,8,0.217,1.099,1.404,9,0.322,1.099,1.404,10,0.414,0.855,1.519,10,0.414,0.855,1.519,12,-0.020,0.888,1.364,13,-0.199,0.868,1.592,14,-0.281,0.641,1.489,15,-0.195,0.674,1.477,16,0.110,0.882,1.366,17,0.320,1.069,1.460,18,0.542,0.852,1.557,19,0.412,0.855,1.501
9.228,0,0.050,0.950,1.372,1,0.052,0.983,1.380,2,-0.076,1.121,1.409,3,0.077,1.350,1.336,4,-0.076,1.121,1.409,5,-0.164,0.978,1.575,6,-0.215,0.776,1.551,7,-0.224,0.734,1.513,8,0.217,1.099,1.404,9,0.322,1.099,1.404,10,0.414,0.855,1.519,10,0.414,0.855,1.519,12,-0.020,0.888,1.364,13,-0.199,0.868,1.592,14,-0.281,0.641,1.489,15,-0.195,0.674,1.477,16,0.110,0.882,1.366,17,0.320,1.069,1.460,18,0.542,0.852,1.557,19,0.412,0.855,1.501
9.235,0,0.050,0.950,1.372,1,0.052,0.983,1.380,2,-0.076,1.121,1.409,3,0.077,1.350,1.336,4,-0.076,1.121,1.409,5,-0.164,0.978,1.575,6,-0.215,0.776,1.551,7,-0.224,0.734,1.513,8,0.217,1.099,1.404,9,0.322,1.099,1.404,10,0.414,0.855,1.519,10,0.414,0.855,1.519,12,-0.020,0.888,1.364,13,-0.199,0.868,1.592,14,-0.281,0.641,1.489,15,-0.195,0.674,1.477,16,0.110,0.882,1.366,17,0.320,1.069,1.460,18,0.542,0.852,1.557,19,0.412,0.855,1.501
9.243,0,0.049,0.954,1.368,1,0.052,0.987,1.377,2,-0.076,1.127,1.410,3,0.070,1.359,1.330,4,-0.076,1.127,1.410,5,-0.158,0.979,1.575,6,-0.201,0.801,1.541,7,-0.215,0.756,1.488,8,0.212,1.111,1.390,9,0.316,1.111,1.390,10,0.395,0.857,1.491,10,0.395,0.857,1.491,12,-0.020,0.892,1.361,13,-0.200,0.842,1.590,14,-0.203,0.644,1.406,15,-0.176,0.659,1.334,16,0.107,0.887,1.359,17,0.315,1.091,1.434,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.250,0,0.049,0.954,1.368,1,0.052,0.987,1.377,2,-0.076,1.127,1.410,3,0.070,1.359,1.330,4,-0.076,1.127,1.410,5,-0.158,0.979,1.575,6,-0.201,0.801,1.541,7,-0.215,0.756,1.488,8,0.212,1.111,1.390,9,0.316,1.111,1.390,10,0.395,0.857,1.491,10,0.395,0.857,1.491,12,-0.020,0.892,1.361,13,-0.200,0.842,1.590,14,-0.203,0.644,1.406,15,-0.176,0.659,1.334,16,0.107,0.887,1.359,17,0.315,1.091,1.434,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.257,0,0.049,0.954,1.368,1,0.052,0.987,1.377,2,-0.076,1.127,1.410,3,0.070,1.359,1.330,4,-0.076,1.127,1.410,5,-0.158,0.979,1.575,6,-0.201,0.801,1.541,7,-0.215,0.756,1.488,8,0.212,1.111,1.390,9,0.316,1.111,1.390,10,0.395,0.857,1.491,10,0.395,0.857,1.491,12,-0.020,0.892,1.361,13,-0.200,0.842,1.590,14,-0.203,0.644,1.406,15,-0.176,0.659,1.334,16,0.107,0.887,1.359,17,0.315,1.091,1.434,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.264,0,0.049,0.954,1.368,1,0.052,0.987,1.377,2,-0.076,1.127,1.410,3,0.070,1.359,1.330,4,-0.076,1.127,1.410,5,-0.158,0.979,1.575,6,-0.201,0.801,1.541,7,-0.215,0.756,1.488,8,0.212,1.111,1.390,9,0.316,1.111,1.390,10,0.395,0.857,1.491,10,0.395,0.857,1.491,12,-0.020,0.892,1.361,13,-0.200,0.842,1.590,14,-0.203,0.644,1.406,15,-0.176,0.659,1.334,16,0.107,0.887,1.359,17,0.315,1.091,1.434,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.274,0,0.047,0.958,1.363,1,0.051,0.990,1.373,2,-0.077,1.133,1.412,3,0.057,1.366,1.322,4,-0.077,1.133,1.412,5,-0.153,0.979,1.572,6,-0.200,0.816,1.527,7,-0.224,0.775,1.439,8,0.206,1.120,1.377,9,0.311,1.120,1.377,10,0.380,0.855,1.451,10,0.380,0.855,1.451,12,-0.021,0.895,1.359,13,-0.209,0.794,1.586,14,-0.119,0.664,1.338,15,-0.162,0.678,1.318,16,0.103,0.892,1.351,17,0.312,1.101,1.421,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.281,0,0.047,0.958,1.363,1,0.051,0.990,1.373,2,-0.077,1.133,1.412,3,0.057,1.366,1.322,4,-0.077,1.133,1.412,5,-0.153,0.979,1.572,6,-0.200,0.816,1.527,7,-0.224,0.775,1.439,8,0.206,1.120,1.377,9,0.311,1.120,1.377,10,0.380,0.855,1.451,10,0.380,0.855,1.451,12,-0.021,0.895,1.359,13,-0.209,0.794,1.586,14,-0.119,0.664,1.338,15,-0.162,0.678,1.318,16,0.103,0.892,1.351,17,0.312,1.101,1.421,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.288,0,0.047,0.958,1.363,1,0.051,0.990,1.373,2,-0.077,1.133,1.412,3,0.057,1.366,1.322,4,-0.077,1.133,1.412,5,-0.153,0.979,1.572,6,-0.200,0.816,1.527,7,-0.224,0.775,1.439,8,0.206,1.120,1.377,9,0.311,1.120,1.377,10,0.380,0.855,1.451,10,0.380,0.855,1.451,12,-0.021,0.895,1.359,13,-0.209,0.794,1.586,14,-0.119,0.664,1.338,15,-0.162,0.678,1.318,16,0.103,0.892,1.351,17,0.312,1.101,1.421,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.296,0,0.047,0.958,1.363,1,0.051,0.990,1.373,2,-0.077,1.133,1.412,3,0.057,1.366,1.322,4,-0.077,1.133,1.412,5,-0.153,0.979,1.572,6,-0.200,0.816,1.527,7,-0.224,0.775,1.439,8,0.206,1.120,1.377,9,0.311,1.120,1.377,10,0.380,0.855,1.451,10,0.380,0.855,1.451,12,-0.021,0.895,1.359,13,-0.209,0.794,1.586,14,-0.119,0.664,1.338,15,-0.162,0.678,1.318,16,0.103,0.892,1.351,17,0.312,1.101,1.421,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.303,0,0.047,0.958,1.363,1,0.051,0.990,1.373,2,-0.077,1.133,1.412,3,0.057,1.366,1.322,4,-0.077,1.133,1.412,5,-0.153,0.979,1.572,6,-0.200,0.816,1.527,7,-0.224,0.775,1.439,8,0.206,1.120,1.377,9,0.311,1.120,1.377,10,0.380,0.855,1.451,10,0.380,0.855,1.451,12,-0.021,0.895,1.359,13,-0.209,0.794,1.586,14,-0.119,0.664,1.338,15,-0.162,0.678,1.318,16,0.103,0.892,1.351,17,0.312,1.101,1.421,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.311,0,0.043,0.961,1.359,1,0.048,0.993,1.369,2,-0.080,1.137,1.415,3,0.041,1.371,1.311,4,-0.080,1.137,1.415,5,-0.153,0.975,1.564,6,-0.198,0.832,1.475,7,-0.226,0.806,1.403,8,0.198,1.127,1.364,9,0.307,1.127,1.364,10,0.367,0.845,1.397,10,0.367,0.845,1.397,12,-0.024,0.899,1.358,13,-0.231,0.799,1.558,14,-0.209,0.689,1.303,15,-0.159,0.692,1.257,16,0.097,0.895,1.344,17,0.290,1.127,1.383,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.319,0,0.043,0.961,1.359,1,0.048,0.993,1.369,2,-0.080,1.137,1.415,3,0.041,1.371,1.311,4,-0.080,1.137,1.415,5,-0.153,0.975,1.564,6,-0.198,0.832,1.475,7,-0.226,0.806,1.403,8,0.198,1.127,1.364,9,0.307,1.127,1.364,10,0.367,0.845,1.397,10,0.367,0.845,1.397,12,-0.024,0.899,1.358,13,-0.231,0.799,1.558,14,-0.209,0.689,1.303,15,-0.159,0.692,1.257,16,0.097,0.895,1.344,17,0.290,1.127,1.383,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.329,0,0.043,0.961,1.359,1,0.048,0.993,1.369,2,-0.080,1.137,1.415,3,0.041,1.371,1.311,4,-0.080,1.137,1.415,5,-0.153,0.975,1.564,6,-0.198,0.832,1.475,7,-0.226,0.806,1.403,8,0.198,1.127,1.364,9,0.307,1.127,1.364,10,0.367,0.845,1.397,10,0.367,0.845,1.397,12,-0.024,0.899,1.358,13,-0.231,0.799,1.558,14,-0.209,0.689,1.303,15,-0.159,0.692,1.257,16,0.097,0.895,1.344,17,0.290,1.127,1.383,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.339,0,0.043,0.961,1.359,1,0.048,0.993,1.369,2,-0.080,1.137,1.415,3,0.041,1.371,1.311,4,-0.080,1.137,1.415,5,-0.153,0.975,1.564,6,-0.198,0.832,1.475,7,-0.226,0.806,1.403,8,0.198,1.127,1.364,9,0.307,1.127,1.364,10,0.367,0.845,1.397,10,0.367,0.845,1.397,12,-0.024,0.899,1.358,13,-0.231,0.799,1.558,14,-0.209,0.689,1.303,15,-0.159,0.692,1.257,16,0.097,0.895,1.344,17,0.290,1.127,1.383,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.346,0,0.035,0.964,1.354,1,0.041,0.996,1.364,2,-0.084,1.141,1.419,3,0.027,1.373,1.301,4,-0.084,1.141,1.419,5,-0.155,0.969,1.553,6,-0.212,0.839,1.436,7,-0.234,0.811,1.368,8,0.191,1.132,1.351,9,0.302,1.132,1.351,10,0.350,0.837,1.342,10,0.350,0.837,1.342,12,-0.033,0.902,1.359,13,-0.239,0.789,1.556,14,-0.208,0.721,1.221,15,-0.174,0.702,1.185,16,0.084,0.897,1.337,17,0.281,1.136,1.368,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.354,0,0.035,0.964,1.354,1,0.041,0.996,1.364,2,-0.084,1.141,1.419,3,0.027,1.373,1.301,4,-0.084,1.141,1.419,5,-0.155,0.969,1.553,6,-0.212,0.839,1.436,7,-0.234,0.811,1.368,8,0.191,1.132,1.351,9,0.302,1.132,1.351,10,0.350,0.837,1.342,10,0.350,0.837,1.342,12,-0.033,0.902,1.359,13,-0.239,0.789,1.556,14,-0.208,0.721,1.221,15,-0.174,0.702,1.185,16,0.084,0.897,1.337,17,0.281,1.136,1.368,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.361,0,0.035,0.964,1.354,1,0.041,0.996,1.364,2,-0.084,1.141,1.419,3,0.027,1.373,1.301,4,-0.084,1.141,1.419,5,-0.155,0.969,1.553,6,-0.212,0.839,1.436,7,-0.234,0.811,1.368,8,0.191,1.132,1.351,9,0.302,1.132,1.351,10,0.350,0.837,1.342,10,0.350,0.837,1.342,12,-0.033,0.902,1.359,13,-0.239,0.789,1.556,14,-0.208,0.721,1.221,15,-0.174,0.702,1.185,16,0.084,0.897,1.337,17,0.281,1.136,1.368,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.370,0,0.035,0.964,1.354,1,0.041,0.996,1.364,2,-0.084,1.141,1.419,3,0.027,1.373,1.301,4,-0.084,1.141,1.419,5,-0.155,0.969,1.553,6,-0.212,0.839,1.436,7,-0.234,0.811,1.368,8,0.191,1.132,1.351,9,0.302,1.132,1.351,10,0.350,0.837,1.342,10,0.350,0.837,1.342,12,-0.033,0.902,1.359,13,-0.239,0.789,1.556,14,-0.208,0.721,1.221,15,-0.174,0.702,1.185,16,0.084,0.897,1.337,17,0.281,1.136,1.368,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.378,0,0.025,0.966,1.350,1,0.032,0.999,1.358,2,-0.089,1.144,1.421,3,0.013,1.373,1.291,4,-0.089,1.144,1.421,5,-0.162,0.960,1.538,6,-0.211,0.848,1.389,7,-0.234,0.828,1.319,8,0.183,1.135,1.338,9,0.295,1.135,1.338,10,0.331,0.834,1.285,10,0.331,0.834,1.285,12,-0.044,0.905,1.359,13,-0.254,0.762,1.526,14,-0.217,0.685,1.237,15,-0.222,0.697,1.153,16,0.075,0.898,1.331,17,0.270,1.140,1.350,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.385,0,0.025,0.966,1.350,1,0.032,0.999,1.358,2,-0.089,1.144,1.421,3,0.013,1.373,1.291,4,-0.089,1.144,1.421,5,-0.162,0.960,1.538,6,-0.211,0.848,1.389,7,-0.234,0.828,1.319,8,0.183,1.135,1.338,9,0.295,1.135,1.338,10,0.331,0.834,1.285,10,0.331,0.834,1.285,12,-0.044,0.905,1.359,13,-0.254,0.762,1.526,14,-0.217,0.685,1.237,15,-0.222,0.697,1.153,16,0.075,0.898,1.331,17,0.270,1.140,1.350,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.392,0,0.025,0.966,1.350,1,0.032,0.999,1.358,2,-0.089,1.144,1.421,3,0.013,1.373,1.291,4,-0.089,1.144,1.421,5,-0.162,0.960,1.538,6,-0.211,0.848,1.389,7,-0.234,0.828,1.319,8,0.183,1.135,1.338,9,0.295,1.135,1.338,10,0.331,0.834,1.285,10,0.331,0.834,1.285,12,-0.044,0.905,1.359,13,-0.254,0.762,1.526,14,-0.217,0.685,1.237,15,-0.222,0.697,1.153,16,0.075,0.898,1.331,17,0.270,1.140,1.350,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.400,0,0.025,0.966,1.350,1,0.032,0.999,1.358,2,-0.089,1.144,1.421,3,0.013,1.373,1.291,4,-0.089,1.144,1.421,5,-0.162,0.960,1.538,6,-0.211,0.848,1.389,7,-0.234,0.828,1.319,8,0.183,1.135,1.338,9,0.295,1.135,1.338,10,0.331,0.834,1.285,10,0.331,0.834,1.285,12,-0.044,0.905,1.359,13,-0.254,0.762,1.526,14,-0.217,0.685,1.237,15,-0.222,0.697,1.153,16,0.075,0.898,1.331,17,0.270,1.140,1.350,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.414,0,0.016,0.968,1.345,1,0.023,1.002,1.352,2,-0.097,1.145,1.422,3,0.000,1.371,1.279,4,-0.097,1.145,1.422,5,-0.172,0.952,1.518,6,-0.209,0.848,1.364,7,-0.233,0.833,1.298,8,0.174,1.137,1.326,9,0.278,1.137,1.326,10,0.307,0.832,1.228,10,0.307,0.832,1.228,12,-0.053,0.907,1.359,13,-0.259,0.756,1.515,14,-0.224,0.676,1.235,15,-0.249,0.694,1.150,16,0.066,0.899,1.326,17,0.256,1.135,1.328,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.422,0,0.016,0.968,1.345,1,0.023,1.002,1.352,2,-0.097,1.145,1.422,3,0.000,1.371,1.279,4,-0.097,1.145,1.422,5,-0.172,0.952,1.518,6,-0.209,0.848,1.364,7,-0.233,0.833,1.298,8,0.174,1.137,1.326,9,0.278,1.137,1.326,10,0.307,0.832,1.228,10,0.307,0.832,1.228,12,-0.053,0.907,1.359,13,-0.259,0.756,1.515,14,-0.224,0.676,1.235,15,-0.249,0.694,1.150,16,0.066,0.899,1.326,17,0.256,1.135,1.328,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.429,0,0.016,0.968,1.345,1,0.023,1.002,1.352,2,-0.097,1.145,1.422,3,0.000,1.371,1.279,4,-0.097,1.145,1.422,5,-0.172,0.952,1.518,6,-0.209,0.848,1.364,7,-0.233,0.833,1.298,8,0.174,1.137,1.326,9,0.278,1.137,1.326,10,0.307,0.832,1.228,10,0.307,0.832,1.228,12,-0.053,0.907,1.359,13,-0.259,0.756,1.515,14,-0.224,0.676,1.235,15,-0.249,0.694,1.150,16,0.066,0.899,1.326,17,0.256,1.135,1.328,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.436,0,0.016,0.968,1.345,1,0.023,1.002,1.352,2,-0.097,1.145,1.422,3,0.000,1.371,1.279,4,-0.097,1.145,1.422,5,-0.172,0.952,1.518,6,-0.209,0.848,1.364,7,-0.233,0.833,1.298,8,0.174,1.137,1.326,9,0.278,1.137,1.326,10,0.307,0.832,1.228,10,0.307,0.832,1.228,12,-0.053,0.907,1.359,13,-0.259,0.756,1.515,14,-0.224,0.676,1.235,15,-0.249,0.694,1.150,16,0.066,0.899,1.326,17,0.256,1.135,1.328,18,0.542,0.852,1.557,19,0.379,0.852,1.465
9.444,0,0.004,0.969,1.339,1,0.012,1.005,1.343,2,-0.107,1.146,1.421,3,-0.010,1.368,1.268,4,-0.107,1.146,1.421,5,-0.182,0.947,1.493,6,-0.212,0.846,1.344,7,-0.235,0.835,1.281,8,0.165,1.138,1.311,9,0.266,1.138,1.311,10,0.270,0.839,1.173,10,0.270,0.839,1.173,12,-0.067,0.909,1.357,13,-0.261,0.752,1.509,14,-0.205,0.692,1.190,15,-0.262,0.703,1.113,16,0.053,0.898,1.318,17,0.246,1.130,1.310,18,0.542,0.852,1.557,19,0.237,0.840,1.181
9.451,0,0.004,0.969,1.339,1,0.012,1.005,1.343,2,-0.107,1.146,1.421,3,-0.010,1.368,1.268,4,-0.107,1.146,1.421,5,-0.182,0.947,1.493,6,-0.212,0.846,1.344,7,-0.235,0.835,1.281,8,0.165,1.138,1.311,9,0.266,1.138,1.311,10,0.270,0.839,1.173,10,0.270,0.839,1.173,12,-0.067,0.909,1.357,13,-0.261,0.752,1.509,14,-0.205,0.692,1.190,15,-0.262,0.703,1.113,16,0.053,0.898,1.318,17,0.246,1.130,1.310,18,0.542,0.852,1.557,19,0.237,0.840,1.181
9.458,0,0.004,0.969,1.339,1,0.012,1.005,1.343,2,-0.107,1.146,1.421,3,-0.010,1.368,1.268,4,-0.107,1.146,1.421,5,-0.182,0.947,1.493,6,-0.212,0.846,1.344,7,-0.235,0.835,1.281,8,0.165,1.138,1.311,9,0.266,1.138,1.311,10,0.270,0.839,1.173,10,0.270,0.839,1.173,12,-0.067,0.909,1.357,13,-0.261,0.752,1.509,14,-0.205,0.692,1.190,15,-0.262,0.703,1.113,16,0.053,0.898,1.318,17,0.246,1.130,1.310,18,0.542,0.852,1.557,19,0.237,0.840,1.181
9.465,0,0.004,0.969,1.339,1,0.012,1.005,1.343,2,-0.107,1.146,1.421,3,-0.010,1.368,1.268,4,-0.107,1.146,1.421,5,-0.182,0.947,1.493,6,-0.212,0.846,1.344,7,-0.235,0.835,1.281,8,0.165,1.138,1.311,9,0.266,1.138,1.311,10,0.270,0.839,1.173,10,0.270,0.839,1.173,12,-0.067,0.909,1.357,13,-0.261,0.752,1.509,14,-0.205,0.692,1.190,15,-0.262,0.703,1.113,16,0.053,0.898,1.318,17,0.246,1.130,1.310,18,0.542,0.852,1.557,19,0.237,0.840,1.181
9.474,0,0.004,0.969,1.339,1,0.012,1.005,1.343,2,-0.107,1.146,1.421,3,-0.010,1.368,1.268,4,-0.107,1.146,1.421,5,-0.182,0.947,1.493,6,-0.212,0.846,1.344,7,-0.235,0.835,1.281,8,0.165,1.138,1.311,9,0.266,1.138,1.311,10,0.270,0.839,1.173,10,0.270,0.839,1.173,12,-0.067,0.909,1.357,13,-0.261,0.752,1.509,14,-0.205,0.692,1.190,15,-0.262,0.703,1.113,16,0.053,0.898,1.318,17,0.246,1.130,1.310,18,0.542,0.852,1.557,19,0.237,0.840,1.181
9.484,0,-0.006,0.969,1.331,1,0.002,1.006,1.334,2,-0.118,1.145,1.416,3,-0.019,1.365,1.255,4,-0.118,1.145,1.416,5,-0.192,0.945,1.465,6,-0.215,0.842,1.325,7,-0.237,0.833,1.264,8,0.156,1.137,1.297,9,0.250,1.137,1.297,10,0.233,0.844,1.123,10,0.233,0.844,1.123,12,-0.077,0.909,1.353,13,-0.260,0.753,1.504,14,-0.195,0.698,1.176,15,-0.269,0.705,1.102,16,0.043,0.898,1.310,17,0.221,1.141,1.282,18,0.542,0.852,1.557,19,0.191,0.845,1.127
9.494,0,-0.006,0.969,1.331,1,0.002,1.006,1.334,2,-0.118,1.145,1.416,3,-0.019,1.365,1.255,4,-0.118,1.145,1.416,5,-0.192,0.945,1.465,6,-0.215,0.842,1.325,7,-0.237,0.833,1.264,8,0.156,1.137,1.297,9,0.250,1.137,1.297,10,0.233,0.844,1.123,10,0.233,0.844,1.123,12,-0.077,0.909,1.353,13,-0.260,0.753,1.504,14,-0.195,0.698,1.176,15,-0.269,0.705,1.102,16,0.043,0.898,1.310,17,0.221,1.141,1.282,18,0.542,0.852,1.557,19,0.191,0.845,1.127
9.502,0,-0.006,0.969,1.331,1,0.002,1.006,1.334,2,-0.118,1.145,1.416,3,-0.019,1.365,1.255,4,-0.118,1.145,1.416,5,-0.192,0.945,1.465,6,-0.215,0.842,1.325,7,-0.237,0.833,1.264,8,0.156,1.137,1.297,9,0.250,1.137,1.297,10,0.233,0.844,1.123,10,0.233,0.844,1.123,12,-0.077,0.909,1.353,13,-0.260,0.753,1.504,14,-0.195,0.698,1.176,15,-0.269,0.705,1.102,16,0.043,0.898,1.310,17,0.221,1.141,1.282,18,0.542,0.852,1.557,19,0.191,0.845,1.127
9.512,0,-0.015,0.968,1.321,1,-0.007,1.005,1.322,2,-0.132,1.144,1.404,3,-0.028,1.358,1.239,4,-0.132,1.144,1.404,5,-0.202,0.945,1.441,6,-0.237,0.851,1.292,7,-0.249,0.832,1.246,8,0.147,1.134,1.281,9,0.234,1.134,1.281,10,0.198,0.843,1.075,10,0.198,0.843,1.075,12,-0.086,0.908,1.346,13,-0.259,0.754,1.500,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.034,0.896,1.300,17,0.208,1.144,1.266,18,0.542,0.852,1.557,19,0.215,0.870,1.111
9.519,0,-0.015,0.968,1.321,1,-0.007,1.005,1.322,2,-0.132,1.144,1.404,3,-0.028,1.358,1.239,4,-0.132,1.144,1.404,5,-0.202,0.945,1.441,6,-0.237,0.851,1.292,7,-0.249,0.832,1.246,8,0.147,1.134,1.281,9,0.234,1.134,1.281,10,0.198,0.843,1.075,10,0.198,0.843,1.075,12,-0.086,0.908,1.346,13,-0.259,0.754,1.500,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.034,0.896,1.300,17,0.208,1.144,1.266,18,0.542,0.852,1.557,19,0.215,0.870,1.111
9.526,0,-0.015,0.968,1.321,1,-0.007,1.005,1.322,2,-0.132,1.144,1.404,3,-0.028,1.358,1.239,4,-0.132,1.144,1.404,5,-0.202,0.945,1.441,6,-0.237,0.851,1.292,7,-0.249,0.832,1.246,8,0.147,1.134,1.281,9,0.234,1.134,1.281,10,0.198,0.843,1.075,10,0.198,0.843,1.075,12,-0.086,0.908,1.346,13,-0.259,0.754,1.500,14,-0.182,0.703,1.177,15,-0.261,0.710,1.109,16,0.034,0.896,1.300,17,0.208,1.144,1.266,18,0.542,0.852,1.557,19,0.215,0.870,1.111
