FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.353;0;0.000;0.000;0.000;1;0.000;0.000;0.000;2;0.000;0.000;0.000;3;0.000;0.000;0.000;4;0.000;0.000;0.000;5;0.000;0.000;0.000;6;0.000;0.000;0.000;7;0.000;0.000;0.000;8;0.000;0.000;0.000;9;0.000;0.000;0.000;10;0.000;0.000;0.000;10;0.000;0.000;0.000;12;0.000;0.000;0.000;13;0.000;0.000;0.000;14;0.000;0.000;0.000;15;0.000;0.000;0.000;16;0.000;0.000;0.000;17;0.000;0.000;0.000;18;0.000;0.000;0.000;19;0.000;0.000;0.000
Frame2;0.407;0;0.317;0.521;2.981;1;0.323;0.578;3.033;2;0.294;0.910;3.043;3;0.297;1.133;3.072;4;0.151;0.805;3.060;5;0.101;0.567;3.084;6;0.065;0.370;3.018;7;0.066;0.313;3.005;8;0.432;0.801;2.999;9;0.529;0.578;2.981;10;0.591;0.383;2.935;10;0.591;0.383;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.193;3.047
Frame3;0.422;0;0.317;0.521;2.981;1;0.323;0.578;3.033;2;0.294;0.910;3.043;3;0.297;1.133;3.072;4;0.151;0.805;3.060;5;0.101;0.567;3.084;6;0.065;0.370;3.018;7;0.066;0.313;3.005;8;0.432;0.801;2.999;9;0.529;0.578;2.981;10;0.591;0.383;2.935;10;0.591;0.383;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.193;3.047
Frame4;0.429;0;0.317;0.521;2.981;1;0.323;0.578;3.033;2;0.294;0.910;3.043;3;0.297;1.133;3.072;4;0.151;0.805;3.060;5;0.101;0.567;3.084;6;0.065;0.370;3.018;7;0.066;0.313;3.005;8;0.432;0.801;2.999;9;0.529;0.578;2.981;10;0.591;0.383;2.935;10;0.591;0.383;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.193;3.047
Frame5;0.436;0;0.317;0.521;2.981;1;0.322;0.578;3.033;2;0.294;0.910;3.043;3;0.296;1.133;3.071;4;0.151;0.805;3.060;5;0.100;0.566;3.084;6;0.064;0.369;3.017;7;0.065;0.312;3.006;8;0.432;0.801;2.999;9;0.528;0.578;2.981;10;0.588;0.382;2.935;10;0.588;0.382;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.192;3.047
Frame6;0.443;0;0.317;0.521;2.981;1;0.322;0.578;3.033;2;0.294;0.910;3.043;3;0.296;1.133;3.071;4;0.151;0.805;3.060;5;0.100;0.566;3.084;6;0.064;0.369;3.017;7;0.065;0.312;3.006;8;0.432;0.801;2.999;9;0.528;0.578;2.981;10;0.588;0.382;2.935;10;0.588;0.382;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.192;3.047
Frame7;0.450;0;0.317;0.521;2.981;1;0.322;0.578;3.033;2;0.294;0.910;3.043;3;0.296;1.133;3.071;4;0.151;0.805;3.060;5;0.100;0.566;3.084;6;0.064;0.369;3.017;7;0.065;0.312;3.006;8;0.432;0.801;2.999;9;0.528;0.578;2.981;10;0.588;0.382;2.935;10;0.588;0.382;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.192;3.047
Frame8;0.457;0;0.317;0.521;2.981;1;0.322;0.578;3.033;2;0.294;0.910;3.043;3;0.296;1.133;3.071;4;0.151;0.805;3.060;5;0.100;0.566;3.084;6;0.064;0.369;3.017;7;0.065;0.312;3.006;8;0.432;0.801;2.999;9;0.528;0.578;2.981;10;0.588;0.382;2.935;10;0.588;0.382;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.192;3.047
Frame9;0.464;0;0.317;0.521;2.981;1;0.322;0.578;3.033;2;0.294;0.910;3.043;3;0.296;1.133;3.071;4;0.151;0.805;3.060;5;0.100;0.566;3.084;6;0.064;0.369;3.017;7;0.065;0.312;3.006;8;0.432;0.801;2.999;9;0.528;0.578;2.981;10;0.588;0.382;2.935;10;0.588;0.382;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.192;3.047
Frame10;0.471;0;0.317;0.521;2.981;1;0.322;0.578;3.033;2;0.294;0.910;3.043;3;0.296;1.133;3.071;4;0.151;0.805;3.060;5;0.100;0.566;3.084;6;0.064;0.369;3.017;7;0.065;0.312;3.006;8;0.432;0.801;2.999;9;0.528;0.578;2.981;10;0.588;0.382;2.935;10;0.588;0.382;2.935;12;0.257;0.460;2.975;13;0.259;0.129;2.983;14;0.276;-0.146;3.024;15;0.264;-0.194;2.967;16;0.383;0.458;2.962;17;0.457;0.115;2.984;18;0.528;-0.124;3.077;19;0.538;-0.192;3.047
