FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.353;0;0.000;0.000;0.000;1;0.000;0.000;0.000;2;0.000;0.000;0.000;3;0.000;0.000;0.000;4;0.000;0.000;0.000;5;0.000;0.000;0.000;6;0.000;0.000;0.000;7;0.000;0.000;0.000;8;0.000;0.000;0.000;9;0.000;0.000;0.000;10;0.000;0.000;0.000;10;0.000;0.000;0.000;12;0.000;0.000;0.000;13;0.000;0.000;0.000;14;0.000;0.000;0.000;15;0.000;0.000;0.000;16;0.000;0.000;0.000;17;0.000;0.000;0.000;18;0.000;0.000;0.000;19;0.000;0.000;0.000
Frame2;0.412;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.910;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.315;2.796;8;0.613;0.821;2.875;9;0.669;0.565;2.848;10;0.709;0.360;2.782;10;0.709;0.360;2.782;12;0.428;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.162;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.930;19;0.679;-0.170;2.858
Frame3;0.439;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.910;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.314;2.796;8;0.613;0.821;2.875;9;0.669;0.565;2.848;10;0.709;0.360;2.782;10;0.709;0.360;2.782;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.162;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame4;0.446;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.910;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.314;2.796;8;0.613;0.821;2.875;9;0.669;0.565;2.848;10;0.709;0.360;2.782;10;0.709;0.360;2.782;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.162;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame5;0.453;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.910;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.314;2.796;8;0.613;0.821;2.875;9;0.669;0.565;2.848;10;0.709;0.360;2.782;10;0.709;0.360;2.782;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.162;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame6;0.460;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.909;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.311;2.795;8;0.613;0.821;2.875;9;0.669;0.564;2.848;10;0.709;0.360;2.781;10;0.709;0.360;2.781;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.163;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame7;0.467;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.909;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.311;2.795;8;0.613;0.821;2.875;9;0.669;0.564;2.848;10;0.709;0.360;2.781;10;0.709;0.360;2.781;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.163;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame8;0.474;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.909;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.311;2.795;8;0.613;0.821;2.875;9;0.669;0.564;2.848;10;0.709;0.360;2.781;10;0.709;0.360;2.781;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.163;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame9;0.481;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.909;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.311;2.795;8;0.613;0.821;2.875;9;0.669;0.564;2.848;10;0.709;0.360;2.781;10;0.709;0.360;2.781;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.163;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
Frame10;0.488;0;0.490;0.533;2.869;1;0.496;0.594;2.919;2;0.480;0.932;2.909;3;0.461;1.167;2.913;4;0.334;0.811;2.923;5;0.306;0.568;2.886;6;0.285;0.362;2.814;7;0.282;0.311;2.795;8;0.613;0.821;2.875;9;0.669;0.564;2.848;10;0.709;0.360;2.781;10;0.709;0.360;2.781;12;0.429;0.467;2.869;13;0.410;0.145;2.904;14;0.395;-0.111;2.937;15;0.376;-0.163;2.867;16;0.554;0.472;2.851;17;0.629;0.139;2.900;18;0.681;-0.116;2.929;19;0.679;-0.170;2.858
