FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1036;62.927;0;0.261;0.432;3.320;1;0.268;0.485;3.383;2;0.275;0.837;3.431;3;0.275;1.021;3.440;4;0.132;0.733;3.409;5;0.081;0.478;3.361;6;0.047;0.305;3.268;7;0.043;0.243;3.247;8;0.423;0.712;3.370;9;0.473;0.459;3.326;10;0.488;0.279;3.243;10;0.488;0.279;3.243;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.284;17;0.382;0.013;3.329;18;0.427;-0.275;3.353;19;0.417;-0.293;3.280
Frame1037;62.972;0;0.260;0.432;3.320;1;0.268;0.485;3.383;2;0.275;0.837;3.431;3;0.276;1.022;3.440;4;0.131;0.733;3.409;5;0.081;0.478;3.361;6;0.047;0.305;3.267;7;0.043;0.244;3.247;8;0.423;0.712;3.369;9;0.473;0.459;3.325;10;0.488;0.278;3.242;10;0.488;0.278;3.242;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.283;17;0.381;0.013;3.329;18;0.427;-0.274;3.353;19;0.416;-0.289;3.275
Frame1038;62.989;0;0.260;0.432;3.320;1;0.268;0.485;3.383;2;0.275;0.837;3.431;3;0.276;1.022;3.440;4;0.131;0.733;3.409;5;0.081;0.478;3.361;6;0.047;0.305;3.267;7;0.043;0.244;3.247;8;0.423;0.712;3.369;9;0.473;0.459;3.325;10;0.488;0.278;3.242;10;0.488;0.278;3.242;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.283;17;0.381;0.013;3.329;18;0.427;-0.274;3.353;19;0.416;-0.289;3.275
Frame1039;63.006;0;0.260;0.432;3.320;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.022;3.439;4;0.131;0.733;3.409;5;0.081;0.477;3.361;6;0.047;0.305;3.267;7;0.043;0.244;3.247;8;0.423;0.712;3.369;9;0.473;0.458;3.324;10;0.488;0.278;3.241;10;0.488;0.278;3.241;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.283;17;0.381;0.013;3.329;18;0.427;-0.274;3.353;19;0.415;-0.287;3.272
Frame1040;63.023;0;0.260;0.432;3.320;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.022;3.439;4;0.131;0.733;3.409;5;0.081;0.477;3.361;6;0.047;0.305;3.267;7;0.043;0.244;3.247;8;0.423;0.712;3.369;9;0.473;0.458;3.324;10;0.488;0.278;3.241;10;0.488;0.278;3.241;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.283;17;0.381;0.013;3.329;18;0.427;-0.274;3.353;19;0.415;-0.287;3.272
Frame1041;63.040;0;0.260;0.432;3.320;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.022;3.439;4;0.131;0.733;3.408;5;0.081;0.477;3.361;6;0.047;0.304;3.267;7;0.043;0.245;3.247;8;0.422;0.712;3.369;9;0.473;0.458;3.323;10;0.488;0.278;3.241;10;0.488;0.278;3.241;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.283;17;0.381;0.013;3.329;18;0.427;-0.274;3.353;19;0.424;-0.314;3.306
Frame1042;63.057;0;0.260;0.432;3.320;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.022;3.439;4;0.131;0.733;3.408;5;0.081;0.477;3.361;6;0.047;0.304;3.267;7;0.043;0.245;3.247;8;0.422;0.712;3.369;9;0.473;0.458;3.323;10;0.488;0.278;3.241;10;0.488;0.278;3.241;12;0.191;0.366;3.316;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.337;3.332;16;0.324;0.367;3.283;17;0.381;0.013;3.329;18;0.427;-0.274;3.353;19;0.424;-0.314;3.306
Frame1043;63.089;0;0.260;0.431;3.320;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.022;3.438;4;0.130;0.732;3.408;5;0.081;0.477;3.361;6;0.047;0.304;3.267;7;0.043;0.245;3.246;8;0.421;0.712;3.368;9;0.473;0.458;3.322;10;0.488;0.278;3.240;10;0.488;0.278;3.240;12;0.191;0.366;3.315;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.336;3.332;16;0.324;0.367;3.283;17;0.381;0.012;3.329;18;0.427;-0.274;3.353;19;0.429;-0.330;3.327
Frame1044;63.106;0;0.260;0.431;3.319;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.023;3.438;4;0.129;0.732;3.408;5;0.081;0.476;3.361;6;0.047;0.304;3.267;7;0.043;0.244;3.245;8;0.421;0.712;3.367;9;0.473;0.458;3.321;10;0.488;0.278;3.240;10;0.488;0.278;3.240;12;0.191;0.366;3.315;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.336;3.332;16;0.324;0.366;3.283;17;0.381;0.012;3.329;18;0.427;-0.274;3.353;19;0.431;-0.337;3.335
Frame1045;63.123;0;0.260;0.431;3.319;1;0.268;0.485;3.382;2;0.275;0.837;3.431;3;0.276;1.023;3.438;4;0.129;0.732;3.408;5;0.081;0.476;3.361;6;0.047;0.304;3.267;7;0.043;0.244;3.245;8;0.421;0.712;3.367;9;0.473;0.458;3.321;10;0.488;0.278;3.240;10;0.488;0.278;3.240;12;0.191;0.366;3.315;13;0.136;0.008;3.339;14;0.081;-0.269;3.363;15;0.055;-0.336;3.332;16;0.324;0.366;3.283;17;0.381;0.012;3.329;18;0.427;-0.274;3.353;19;0.431;-0.337;3.335
