time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.zHead;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z)
16.915;0;-0.043;0.968;1.286;1;-0.027;1.002;1.324;2;-0.163;1.129;1.400;3;-0.046;1.396;1.363;4;-0.163;1.129;1.400;5;-0.180;0.943;1.262;6;0.019;1.056;1.197;7;0.057;1.016;1.184;8;0.090;1.135;1.289;9;0.226;1.135;1.289;10;0.358;0.915;1.246;10;0.358;0.915;1.246;12;-0.107;0.913;1.296;13;-0.264;0.673;1.393;14;-0.457;0.694;1.245;15;-0.404;0.664;1.287;16;0.006;0.911;1.244;17;-0.227;0.718;1.291;18;0.104;0.797;1.246;19;0.013;0.780;1.259
16.922;0;-0.043;0.968;1.286;1;-0.027;1.002;1.324;2;-0.163;1.129;1.400;3;-0.046;1.396;1.363;4;-0.163;1.129;1.400;5;-0.180;0.943;1.262;6;0.019;1.056;1.197;7;0.057;1.016;1.184;8;0.090;1.135;1.289;9;0.226;1.135;1.289;10;0.358;0.915;1.246;10;0.358;0.915;1.246;12;-0.107;0.913;1.296;13;-0.264;0.673;1.393;14;-0.457;0.694;1.245;15;-0.404;0.664;1.287;16;0.006;0.911;1.244;17;-0.227;0.718;1.291;18;0.104;0.797;1.246;19;0.013;0.780;1.259
16.929;0;-0.044;0.968;1.286;1;-0.028;1.002;1.324;2;-0.167;1.130;1.401;3;-0.048;1.395;1.361;4;-0.167;1.130;1.401;5;-0.255;0.966;1.467;6;-0.169;0.906;1.291;7;-0.071;0.875;1.217;8;0.089;1.134;1.293;9;0.224;1.134;1.293;10;0.364;0.924;1.263;10;0.364;0.924;1.263;12;-0.109;0.912;1.294;13;-0.266;0.675;1.397;14;-0.457;0.694;1.245;15;-0.404;0.664;1.287;16;0.006;0.910;1.245;17;-0.227;0.717;1.290;18;0.105;0.796;1.257;19;0.013;0.780;1.259
16.936;0;-0.044;0.968;1.286;1;-0.028;1.002;1.324;2;-0.167;1.130;1.401;3;-0.048;1.395;1.361;4;-0.167;1.130;1.401;5;-0.255;0.966;1.467;6;-0.169;0.906;1.291;7;-0.071;0.875;1.217;8;0.089;1.134;1.293;9;0.224;1.134;1.293;10;0.364;0.924;1.263;10;0.364;0.924;1.263;12;-0.109;0.912;1.294;13;-0.266;0.675;1.397;14;-0.457;0.694;1.245;15;-0.404;0.664;1.287;16;0.006;0.910;1.245;17;-0.227;0.717;1.290;18;0.105;0.796;1.257;19;0.013;0.780;1.259
16.943;0;-0.044;0.968;1.286;1;-0.028;1.002;1.324;2;-0.167;1.130;1.401;3;-0.048;1.395;1.361;4;-0.167;1.130;1.401;5;-0.255;0.966;1.467;6;-0.169;0.906;1.291;7;-0.071;0.875;1.217;8;0.089;1.134;1.293;9;0.224;1.134;1.293;10;0.364;0.924;1.263;10;0.364;0.924;1.263;12;-0.109;0.912;1.294;13;-0.266;0.675;1.397;14;-0.457;0.694;1.245;15;-0.404;0.664;1.287;16;0.006;0.910;1.245;17;-0.227;0.717;1.290;18;0.105;0.796;1.257;19;0.013;0.780;1.259
16.950;0;-0.044;0.968;1.286;1;-0.028;1.002;1.324;2;-0.167;1.130;1.401;3;-0.048;1.395;1.361;4;-0.167;1.130;1.401;5;-0.255;0.966;1.467;6;-0.169;0.906;1.291;7;-0.071;0.875;1.217;8;0.089;1.134;1.293;9;0.224;1.134;1.293;10;0.364;0.924;1.263;10;0.364;0.924;1.263;12;-0.109;0.912;1.294;13;-0.266;0.675;1.397;14;-0.457;0.694;1.245;15;-0.404;0.664;1.287;16;0.006;0.910;1.245;17;-0.227;0.717;1.290;18;0.105;0.796;1.257;19;0.013;0.780;1.259
16.958;0;-0.046;0.968;1.286;1;-0.030;1.002;1.324;2;-0.171;1.130;1.402;3;-0.049;1.393;1.359;4;-0.171;1.130;1.402;5;-0.274;0.966;1.510;6;-0.203;0.878;1.308;7;-0.129;0.812;1.231;8;0.089;1.133;1.297;9;0.221;1.133;1.297;10;0.367;0.934;1.281;10;0.367;0.934;1.281;12;-0.112;0.912;1.292;13;-0.267;0.677;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.005;0.910;1.246;17;-0.227;0.715;1.291;18;0.104;0.796;1.269;19;0.013;0.780;1.259
16.965;0;-0.046;0.968;1.286;1;-0.030;1.002;1.324;2;-0.171;1.130;1.402;3;-0.049;1.393;1.359;4;-0.171;1.130;1.402;5;-0.274;0.966;1.510;6;-0.203;0.878;1.308;7;-0.129;0.812;1.231;8;0.089;1.133;1.297;9;0.221;1.133;1.297;10;0.367;0.934;1.281;10;0.367;0.934;1.281;12;-0.112;0.912;1.292;13;-0.267;0.677;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.005;0.910;1.246;17;-0.227;0.715;1.291;18;0.104;0.796;1.269;19;0.013;0.780;1.259
16.974;0;-0.046;0.968;1.286;1;-0.030;1.002;1.324;2;-0.171;1.130;1.402;3;-0.049;1.393;1.359;4;-0.171;1.130;1.402;5;-0.274;0.966;1.510;6;-0.203;0.878;1.308;7;-0.129;0.812;1.231;8;0.089;1.133;1.297;9;0.221;1.133;1.297;10;0.367;0.934;1.281;10;0.367;0.934;1.281;12;-0.112;0.912;1.292;13;-0.267;0.677;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.005;0.910;1.246;17;-0.227;0.715;1.291;18;0.104;0.796;1.269;19;0.013;0.780;1.259
16.983;0;-0.046;0.968;1.286;1;-0.030;1.002;1.324;2;-0.171;1.130;1.402;3;-0.049;1.393;1.359;4;-0.171;1.130;1.402;5;-0.274;0.966;1.510;6;-0.203;0.878;1.308;7;-0.129;0.812;1.231;8;0.089;1.133;1.297;9;0.221;1.133;1.297;10;0.367;0.934;1.281;10;0.367;0.934;1.281;12;-0.112;0.912;1.292;13;-0.267;0.677;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.005;0.910;1.246;17;-0.227;0.715;1.291;18;0.104;0.796;1.269;19;0.013;0.780;1.259
16.993;0;-0.048;0.968;1.286;1;-0.032;1.002;1.324;2;-0.175;1.131;1.402;3;-0.050;1.391;1.357;4;-0.175;1.131;1.402;5;-0.285;0.967;1.531;6;-0.224;0.858;1.312;7;-0.155;0.784;1.237;8;0.088;1.133;1.302;9;0.219;1.133;1.302;10;0.371;0.943;1.297;10;0.371;0.943;1.297;12;-0.115;0.911;1.290;13;-0.269;0.678;1.403;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.004;0.909;1.247;17;-0.228;0.713;1.288;18;0.098;0.803;1.285;19;0.013;0.780;1.259
17.000;0;-0.048;0.968;1.286;1;-0.032;1.002;1.324;2;-0.175;1.131;1.402;3;-0.050;1.391;1.357;4;-0.175;1.131;1.402;5;-0.285;0.967;1.531;6;-0.224;0.858;1.312;7;-0.155;0.784;1.237;8;0.088;1.133;1.302;9;0.219;1.133;1.302;10;0.371;0.943;1.297;10;0.371;0.943;1.297;12;-0.115;0.911;1.290;13;-0.269;0.678;1.403;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.004;0.909;1.247;17;-0.228;0.713;1.288;18;0.098;0.803;1.285;19;0.013;0.780;1.259
17.007;0;-0.048;0.968;1.286;1;-0.032;1.002;1.324;2;-0.175;1.131;1.402;3;-0.050;1.391;1.357;4;-0.175;1.131;1.402;5;-0.285;0.967;1.531;6;-0.224;0.858;1.312;7;-0.155;0.784;1.237;8;0.088;1.133;1.302;9;0.219;1.133;1.302;10;0.371;0.943;1.297;10;0.371;0.943;1.297;12;-0.115;0.911;1.290;13;-0.269;0.678;1.403;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.004;0.909;1.247;17;-0.228;0.713;1.288;18;0.098;0.803;1.285;19;0.013;0.780;1.259
17.014;0;-0.048;0.968;1.286;1;-0.032;1.002;1.324;2;-0.175;1.131;1.402;3;-0.050;1.391;1.357;4;-0.175;1.131;1.402;5;-0.285;0.967;1.531;6;-0.224;0.858;1.312;7;-0.155;0.784;1.237;8;0.088;1.133;1.302;9;0.219;1.133;1.302;10;0.371;0.943;1.297;10;0.371;0.943;1.297;12;-0.115;0.911;1.290;13;-0.269;0.678;1.403;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.004;0.909;1.247;17;-0.228;0.713;1.288;18;0.098;0.803;1.285;19;0.013;0.780;1.259
17.022;0;-0.048;0.968;1.286;1;-0.032;1.002;1.324;2;-0.175;1.131;1.402;3;-0.050;1.391;1.357;4;-0.175;1.131;1.402;5;-0.285;0.967;1.531;6;-0.224;0.858;1.312;7;-0.155;0.784;1.237;8;0.088;1.133;1.302;9;0.219;1.133;1.302;10;0.371;0.943;1.297;10;0.371;0.943;1.297;12;-0.115;0.911;1.290;13;-0.269;0.678;1.403;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.004;0.909;1.247;17;-0.228;0.713;1.288;18;0.098;0.803;1.285;19;0.013;0.780;1.259
17.029;0;-0.049;0.968;1.286;1;-0.035;1.002;1.324;2;-0.180;1.131;1.400;3;-0.051;1.390;1.355;4;-0.180;1.131;1.400;5;-0.294;0.958;1.509;6;-0.220;0.852;1.296;7;-0.170;0.767;1.241;8;0.087;1.132;1.307;9;0.218;1.132;1.307;10;0.375;0.952;1.314;10;0.375;0.952;1.314;12;-0.118;0.911;1.288;13;-0.271;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.003;0.909;1.248;17;-0.229;0.712;1.288;18;0.094;0.808;1.296;19;0.013;0.780;1.259
17.036;0;-0.049;0.968;1.286;1;-0.035;1.002;1.324;2;-0.180;1.131;1.400;3;-0.051;1.390;1.355;4;-0.180;1.131;1.400;5;-0.294;0.958;1.509;6;-0.220;0.852;1.296;7;-0.170;0.767;1.241;8;0.087;1.132;1.307;9;0.218;1.132;1.307;10;0.375;0.952;1.314;10;0.375;0.952;1.314;12;-0.118;0.911;1.288;13;-0.271;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.003;0.909;1.248;17;-0.229;0.712;1.288;18;0.094;0.808;1.296;19;0.013;0.780;1.259
17.043;0;-0.049;0.968;1.286;1;-0.035;1.002;1.324;2;-0.180;1.131;1.400;3;-0.051;1.390;1.355;4;-0.180;1.131;1.400;5;-0.294;0.958;1.509;6;-0.220;0.852;1.296;7;-0.170;0.767;1.241;8;0.087;1.132;1.307;9;0.218;1.132;1.307;10;0.375;0.952;1.314;10;0.375;0.952;1.314;12;-0.118;0.911;1.288;13;-0.271;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.003;0.909;1.248;17;-0.229;0.712;1.288;18;0.094;0.808;1.296;19;0.013;0.780;1.259
17.050;0;-0.049;0.968;1.286;1;-0.035;1.002;1.324;2;-0.180;1.131;1.400;3;-0.051;1.390;1.355;4;-0.180;1.131;1.400;5;-0.294;0.958;1.509;6;-0.220;0.852;1.296;7;-0.170;0.767;1.241;8;0.087;1.132;1.307;9;0.218;1.132;1.307;10;0.375;0.952;1.314;10;0.375;0.952;1.314;12;-0.118;0.911;1.288;13;-0.271;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.003;0.909;1.248;17;-0.229;0.712;1.288;18;0.094;0.808;1.296;19;0.013;0.780;1.259
17.057;0;-0.051;0.968;1.285;1;-0.038;1.002;1.323;2;-0.184;1.131;1.398;3;-0.052;1.388;1.353;4;-0.184;1.131;1.398;5;-0.304;0.955;1.499;6;-0.219;0.848;1.286;7;-0.173;0.764;1.239;8;0.086;1.132;1.312;9;0.219;1.132;1.312;10;0.379;0.958;1.325;10;0.379;0.958;1.325;12;-0.121;0.910;1.286;13;-0.274;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.002;0.908;1.249;17;-0.231;0.709;1.282;18;0.083;0.822;1.308;19;0.013;0.780;1.259
17.064;0;-0.051;0.968;1.285;1;-0.038;1.002;1.323;2;-0.184;1.131;1.398;3;-0.052;1.388;1.353;4;-0.184;1.131;1.398;5;-0.304;0.955;1.499;6;-0.219;0.848;1.286;7;-0.173;0.764;1.239;8;0.086;1.132;1.312;9;0.219;1.132;1.312;10;0.379;0.958;1.325;10;0.379;0.958;1.325;12;-0.121;0.910;1.286;13;-0.274;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.002;0.908;1.249;17;-0.231;0.709;1.282;18;0.083;0.822;1.308;19;0.013;0.780;1.259
17.071;0;-0.051;0.968;1.285;1;-0.038;1.002;1.323;2;-0.184;1.131;1.398;3;-0.052;1.388;1.353;4;-0.184;1.131;1.398;5;-0.304;0.955;1.499;6;-0.219;0.848;1.286;7;-0.173;0.764;1.239;8;0.086;1.132;1.312;9;0.219;1.132;1.312;10;0.379;0.958;1.325;10;0.379;0.958;1.325;12;-0.121;0.910;1.286;13;-0.274;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.002;0.908;1.249;17;-0.231;0.709;1.282;18;0.083;0.822;1.308;19;0.013;0.780;1.259
17.078;0;-0.051;0.968;1.285;1;-0.038;1.002;1.323;2;-0.184;1.131;1.398;3;-0.052;1.388;1.353;4;-0.184;1.131;1.398;5;-0.304;0.955;1.499;6;-0.219;0.848;1.286;7;-0.173;0.764;1.239;8;0.086;1.132;1.312;9;0.219;1.132;1.312;10;0.379;0.958;1.325;10;0.379;0.958;1.325;12;-0.121;0.910;1.286;13;-0.274;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.002;0.908;1.249;17;-0.231;0.709;1.282;18;0.083;0.822;1.308;19;0.013;0.780;1.259
17.086;0;-0.051;0.968;1.285;1;-0.038;1.002;1.323;2;-0.184;1.131;1.398;3;-0.052;1.388;1.353;4;-0.184;1.131;1.398;5;-0.304;0.955;1.499;6;-0.219;0.848;1.286;7;-0.173;0.764;1.239;8;0.086;1.132;1.312;9;0.219;1.132;1.312;10;0.379;0.958;1.325;10;0.379;0.958;1.325;12;-0.121;0.910;1.286;13;-0.274;0.678;1.404;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.002;0.908;1.249;17;-0.231;0.709;1.282;18;0.083;0.822;1.308;19;0.013;0.780;1.259
17.093;0;-0.053;0.968;1.285;1;-0.041;1.002;1.323;2;-0.190;1.130;1.394;3;-0.053;1.387;1.351;4;-0.190;1.130;1.394;5;-0.316;0.949;1.481;6;-0.219;0.843;1.277;7;-0.163;0.772;1.232;8;0.084;1.132;1.317;9;0.220;1.132;1.317;10;0.383;0.963;1.335;10;0.383;0.963;1.335;12;-0.124;0.910;1.284;13;-0.283;0.678;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.001;0.908;1.250;17;-0.233;0.707;1.279;18;0.077;0.830;1.314;19;0.013;0.780;1.259
17.100;0;-0.053;0.968;1.285;1;-0.041;1.002;1.323;2;-0.190;1.130;1.394;3;-0.053;1.387;1.351;4;-0.190;1.130;1.394;5;-0.316;0.949;1.481;6;-0.219;0.843;1.277;7;-0.163;0.772;1.232;8;0.084;1.132;1.317;9;0.220;1.132;1.317;10;0.383;0.963;1.335;10;0.383;0.963;1.335;12;-0.124;0.910;1.284;13;-0.283;0.678;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.001;0.908;1.250;17;-0.233;0.707;1.279;18;0.077;0.830;1.314;19;0.013;0.780;1.259
17.107;0;-0.053;0.968;1.285;1;-0.041;1.002;1.323;2;-0.190;1.130;1.394;3;-0.053;1.387;1.351;4;-0.190;1.130;1.394;5;-0.316;0.949;1.481;6;-0.219;0.843;1.277;7;-0.163;0.772;1.232;8;0.084;1.132;1.317;9;0.220;1.132;1.317;10;0.383;0.963;1.335;10;0.383;0.963;1.335;12;-0.124;0.910;1.284;13;-0.283;0.678;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.001;0.908;1.250;17;-0.233;0.707;1.279;18;0.077;0.830;1.314;19;0.013;0.780;1.259
17.114;0;-0.053;0.968;1.285;1;-0.041;1.002;1.323;2;-0.190;1.130;1.394;3;-0.053;1.387;1.351;4;-0.190;1.130;1.394;5;-0.316;0.949;1.481;6;-0.219;0.843;1.277;7;-0.163;0.772;1.232;8;0.084;1.132;1.317;9;0.220;1.132;1.317;10;0.383;0.963;1.335;10;0.383;0.963;1.335;12;-0.124;0.910;1.284;13;-0.283;0.678;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.001;0.908;1.250;17;-0.233;0.707;1.279;18;0.077;0.830;1.314;19;0.013;0.780;1.259
17.122;0;-0.053;0.968;1.285;1;-0.041;1.002;1.323;2;-0.190;1.130;1.394;3;-0.053;1.387;1.351;4;-0.190;1.130;1.394;5;-0.316;0.949;1.481;6;-0.219;0.843;1.277;7;-0.163;0.772;1.232;8;0.084;1.132;1.317;9;0.220;1.132;1.317;10;0.383;0.963;1.335;10;0.383;0.963;1.335;12;-0.124;0.910;1.284;13;-0.283;0.678;1.400;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.001;0.908;1.250;17;-0.233;0.707;1.279;18;0.077;0.830;1.314;19;0.013;0.780;1.259
17.130;0;-0.055;0.968;1.284;1;-0.044;1.002;1.323;2;-0.195;1.129;1.389;3;-0.054;1.386;1.349;4;-0.195;1.129;1.389;5;-0.322;0.946;1.454;6;-0.208;0.850;1.264;7;-0.151;0.782;1.223;8;0.083;1.132;1.321;9;0.223;1.132;1.321;10;0.387;0.967;1.342;10;0.387;0.967;1.342;12;-0.126;0.909;1.282;13;-0.292;0.678;1.396;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.000;0.907;1.251;17;-0.234;0.705;1.276;18;0.073;0.834;1.318;19;0.013;0.780;1.259
17.139;0;-0.055;0.968;1.284;1;-0.044;1.002;1.323;2;-0.195;1.129;1.389;3;-0.054;1.386;1.349;4;-0.195;1.129;1.389;5;-0.322;0.946;1.454;6;-0.208;0.850;1.264;7;-0.151;0.782;1.223;8;0.083;1.132;1.321;9;0.223;1.132;1.321;10;0.387;0.967;1.342;10;0.387;0.967;1.342;12;-0.126;0.909;1.282;13;-0.292;0.678;1.396;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.000;0.907;1.251;17;-0.234;0.705;1.276;18;0.073;0.834;1.318;19;0.013;0.780;1.259
17.148;0;-0.055;0.968;1.284;1;-0.044;1.002;1.323;2;-0.195;1.129;1.389;3;-0.054;1.386;1.349;4;-0.195;1.129;1.389;5;-0.322;0.946;1.454;6;-0.208;0.850;1.264;7;-0.151;0.782;1.223;8;0.083;1.132;1.321;9;0.223;1.132;1.321;10;0.387;0.967;1.342;10;0.387;0.967;1.342;12;-0.126;0.909;1.282;13;-0.292;0.678;1.396;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;0.000;0.907;1.251;17;-0.234;0.705;1.276;18;0.073;0.834;1.318;19;0.013;0.780;1.259
17.157;0;-0.057;0.968;1.284;1;-0.048;1.001;1.322;2;-0.200;1.128;1.383;3;-0.054;1.385;1.348;4;-0.200;1.128;1.383;5;-0.327;0.947;1.436;6;-0.201;0.856;1.256;7;-0.140;0.790;1.215;8;0.082;1.132;1.326;9;0.226;1.132;1.326;10;0.394;0.979;1.354;10;0.394;0.979;1.354;12;-0.129;0.909;1.279;13;-0.298;0.678;1.392;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;-0.001;0.906;1.253;17;-0.235;0.704;1.274;18;0.069;0.837;1.320;19;0.013;0.780;1.259
17.164;0;-0.057;0.968;1.284;1;-0.048;1.001;1.322;2;-0.200;1.128;1.383;3;-0.054;1.385;1.348;4;-0.200;1.128;1.383;5;-0.327;0.947;1.436;6;-0.201;0.856;1.256;7;-0.140;0.790;1.215;8;0.082;1.132;1.326;9;0.226;1.132;1.326;10;0.394;0.979;1.354;10;0.394;0.979;1.354;12;-0.129;0.909;1.279;13;-0.298;0.678;1.392;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;-0.001;0.906;1.253;17;-0.235;0.704;1.274;18;0.069;0.837;1.320;19;0.013;0.780;1.259
17.171;0;-0.057;0.968;1.284;1;-0.048;1.001;1.322;2;-0.200;1.128;1.383;3;-0.054;1.385;1.348;4;-0.200;1.128;1.383;5;-0.327;0.947;1.436;6;-0.201;0.856;1.256;7;-0.140;0.790;1.215;8;0.082;1.132;1.326;9;0.226;1.132;1.326;10;0.394;0.979;1.354;10;0.394;0.979;1.354;12;-0.129;0.909;1.279;13;-0.298;0.678;1.392;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;-0.001;0.906;1.253;17;-0.235;0.704;1.274;18;0.069;0.837;1.320;19;0.013;0.780;1.259
17.178;0;-0.057;0.968;1.284;1;-0.048;1.001;1.322;2;-0.200;1.128;1.383;3;-0.054;1.385;1.348;4;-0.200;1.128;1.383;5;-0.327;0.947;1.436;6;-0.201;0.856;1.256;7;-0.140;0.790;1.215;8;0.082;1.132;1.326;9;0.226;1.132;1.326;10;0.394;0.979;1.354;10;0.394;0.979;1.354;12;-0.129;0.909;1.279;13;-0.298;0.678;1.392;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;-0.001;0.906;1.253;17;-0.235;0.704;1.274;18;0.069;0.837;1.320;19;0.013;0.780;1.259
17.186;0;-0.057;0.968;1.284;1;-0.048;1.001;1.322;2;-0.200;1.128;1.383;3;-0.054;1.385;1.348;4;-0.200;1.128;1.383;5;-0.327;0.947;1.436;6;-0.201;0.856;1.256;7;-0.140;0.790;1.215;8;0.082;1.132;1.326;9;0.226;1.132;1.326;10;0.394;0.979;1.354;10;0.394;0.979;1.354;12;-0.129;0.909;1.279;13;-0.298;0.678;1.392;14;-0.457;0.694;1.245;15;-0.155;0.725;1.225;16;-0.001;0.906;1.253;17;-0.235;0.704;1.274;18;0.069;0.837;1.320;19;0.013;0.780;1.259
17.193;0;-0.059;0.967;1.283;1;-0.051;1.001;1.322;2;-0.204;1.128;1.375;3;-0.055;1.384;1.346;4;-0.204;1.128;1.375;5;-0.332;0.947;1.424;6;-0.198;0.858;1.251;7;-0.134;0.795;1.209;8;0.080;1.131;1.331;9;0.228;1.131;1.331;10;0.398;0.986;1.361;10;0.398;0.986;1.361;12;-0.132;0.908;1.276;13;-0.304;0.678;1.386;14;-0.497;0.849;1.423;15;-0.155;0.725;1.225;16;-0.003;0.906;1.255;17;-0.242;0.707;1.265;18;0.058;0.842;1.311;19;0.013;0.780;1.259
17.200;0;-0.059;0.967;1.283;1;-0.051;1.001;1.322;2;-0.204;1.128;1.375;3;-0.055;1.384;1.346;4;-0.204;1.128;1.375;5;-0.332;0.947;1.424;6;-0.198;0.858;1.251;7;-0.134;0.795;1.209;8;0.080;1.131;1.331;9;0.228;1.131;1.331;10;0.398;0.986;1.361;10;0.398;0.986;1.361;12;-0.132;0.908;1.276;13;-0.304;0.678;1.386;14;-0.497;0.849;1.423;15;-0.155;0.725;1.225;16;-0.003;0.906;1.255;17;-0.242;0.707;1.265;18;0.058;0.842;1.311;19;0.013;0.780;1.259
17.207;0;-0.059;0.967;1.283;1;-0.051;1.001;1.322;2;-0.204;1.128;1.375;3;-0.055;1.384;1.346;4;-0.204;1.128;1.375;5;-0.332;0.947;1.424;6;-0.198;0.858;1.251;7;-0.134;0.795;1.209;8;0.080;1.131;1.331;9;0.228;1.131;1.331;10;0.398;0.986;1.361;10;0.398;0.986;1.361;12;-0.132;0.908;1.276;13;-0.304;0.678;1.386;14;-0.497;0.849;1.423;15;-0.155;0.725;1.225;16;-0.003;0.906;1.255;17;-0.242;0.707;1.265;18;0.058;0.842;1.311;19;0.013;0.780;1.259
17.214;0;-0.059;0.967;1.283;1;-0.051;1.001;1.322;2;-0.204;1.128;1.375;3;-0.055;1.384;1.346;4;-0.204;1.128;1.375;5;-0.332;0.947;1.424;6;-0.198;0.858;1.251;7;-0.134;0.795;1.209;8;0.080;1.131;1.331;9;0.228;1.131;1.331;10;0.398;0.986;1.361;10;0.398;0.986;1.361;12;-0.132;0.908;1.276;13;-0.304;0.678;1.386;14;-0.497;0.849;1.423;15;-0.155;0.725;1.225;16;-0.003;0.906;1.255;17;-0.242;0.707;1.265;18;0.058;0.842;1.311;19;0.013;0.780;1.259
17.222;0;-0.059;0.967;1.283;1;-0.051;1.001;1.322;2;-0.204;1.128;1.375;3;-0.055;1.384;1.346;4;-0.204;1.128;1.375;5;-0.332;0.947;1.424;6;-0.198;0.858;1.251;7;-0.134;0.795;1.209;8;0.080;1.131;1.331;9;0.228;1.131;1.331;10;0.398;0.986;1.361;10;0.398;0.986;1.361;12;-0.132;0.908;1.276;13;-0.304;0.678;1.386;14;-0.497;0.849;1.423;15;-0.155;0.725;1.225;16;-0.003;0.906;1.255;17;-0.242;0.707;1.265;18;0.058;0.842;1.311;19;0.013;0.780;1.259
17.229;0;-0.062;0.967;1.282;1;-0.056;1.000;1.321;2;-0.208;1.127;1.367;3;-0.056;1.383;1.344;4;-0.208;1.127;1.367;5;-0.338;0.950;1.413;6;-0.197;0.859;1.248;7;-0.130;0.798;1.204;8;0.079;1.131;1.335;9;0.229;1.131;1.335;10;0.399;0.991;1.365;10;0.399;0.991;1.365;12;-0.135;0.908;1.273;13;-0.313;0.681;1.383;14;-0.498;0.870;1.411;15;-0.155;0.725;1.225;16;-0.005;0.905;1.256;17;-0.214;0.676;1.222;18;0.058;0.842;1.311;19;0.013;0.780;1.259
