time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.zHead;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z)
17.789;0;-0.214;0.953;1.275;1;-0.217;0.987;1.313;2;-0.367;1.119;1.335;3;-0.189;1.362;1.310;4;-0.367;1.119;1.335;5;-0.515;0.963;1.377;6;-0.631;0.903;1.264;7;-0.652;0.892;1.199;8;-0.078;1.115;1.361;9;0.016;1.115;1.361;10;0.058;0.981;1.227;10;0.058;0.981;1.227;12;-0.280;0.891;1.253;13;-0.423;0.639;1.351;14;-0.597;0.875;1.259;15;-0.155;0.725;1.225;16;-0.149;0.886;1.270;17;-0.395;0.690;1.246;18;0.058;0.842;1.311;19;0.013;0.780;1.259
17.797;0;-0.220;0.953;1.275;1;-0.223;0.987;1.313;2;-0.372;1.119;1.336;3;-0.193;1.362;1.310;4;-0.372;1.119;1.336;5;-0.521;0.958;1.384;6;-0.639;0.882;1.281;7;-0.664;0.872;1.206;8;-0.085;1.116;1.362;9;-0.007;1.116;1.362;10;0.068;0.917;1.270;10;0.068;0.917;1.270;12;-0.286;0.891;1.253;13;-0.424;0.635;1.342;14;-0.618;0.903;1.292;15;-0.155;0.725;1.225;16;-0.155;0.886;1.271;17;-0.414;0.700;1.260;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.804;0;-0.220;0.953;1.275;1;-0.223;0.987;1.313;2;-0.372;1.119;1.336;3;-0.193;1.362;1.310;4;-0.372;1.119;1.336;5;-0.521;0.958;1.384;6;-0.639;0.882;1.281;7;-0.664;0.872;1.206;8;-0.085;1.116;1.362;9;-0.007;1.116;1.362;10;0.068;0.917;1.270;10;0.068;0.917;1.270;12;-0.286;0.891;1.253;13;-0.424;0.635;1.342;14;-0.618;0.903;1.292;15;-0.155;0.725;1.225;16;-0.155;0.886;1.271;17;-0.414;0.700;1.260;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.811;0;-0.220;0.953;1.275;1;-0.223;0.987;1.313;2;-0.372;1.119;1.336;3;-0.193;1.362;1.310;4;-0.372;1.119;1.336;5;-0.521;0.958;1.384;6;-0.639;0.882;1.281;7;-0.664;0.872;1.206;8;-0.085;1.116;1.362;9;-0.007;1.116;1.362;10;0.068;0.917;1.270;10;0.068;0.917;1.270;12;-0.286;0.891;1.253;13;-0.424;0.635;1.342;14;-0.618;0.903;1.292;15;-0.155;0.725;1.225;16;-0.155;0.886;1.271;17;-0.414;0.700;1.260;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.818;0;-0.220;0.953;1.275;1;-0.223;0.987;1.313;2;-0.372;1.119;1.336;3;-0.193;1.362;1.310;4;-0.372;1.119;1.336;5;-0.521;0.958;1.384;6;-0.639;0.882;1.281;7;-0.664;0.872;1.206;8;-0.085;1.116;1.362;9;-0.007;1.116;1.362;10;0.068;0.917;1.270;10;0.068;0.917;1.270;12;-0.286;0.891;1.253;13;-0.424;0.635;1.342;14;-0.618;0.903;1.292;15;-0.155;0.725;1.225;16;-0.155;0.886;1.271;17;-0.414;0.700;1.260;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.826;0;-0.225;0.953;1.276;1;-0.228;0.988;1.314;2;-0.377;1.120;1.337;3;-0.197;1.362;1.311;4;-0.377;1.120;1.337;5;-0.524;0.955;1.390;6;-0.642;0.865;1.296;7;-0.667;0.854;1.217;8;-0.090;1.117;1.363;9;-0.016;1.117;1.363;10;0.013;0.919;1.247;10;0.013;0.919;1.247;12;-0.290;0.891;1.253;13;-0.425;0.632;1.335;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.161;0.886;1.272;17;-0.415;0.699;1.259;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.833;0;-0.225;0.953;1.276;1;-0.228;0.988;1.314;2;-0.377;1.120;1.337;3;-0.197;1.362;1.311;4;-0.377;1.120;1.337;5;-0.524;0.955;1.390;6;-0.642;0.865;1.296;7;-0.667;0.854;1.217;8;-0.090;1.117;1.363;9;-0.016;1.117;1.363;10;0.013;0.919;1.247;10;0.013;0.919;1.247;12;-0.290;0.891;1.253;13;-0.425;0.632;1.335;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.161;0.886;1.272;17;-0.415;0.699;1.259;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.846;0;-0.225;0.953;1.276;1;-0.228;0.988;1.314;2;-0.377;1.120;1.337;3;-0.197;1.362;1.311;4;-0.377;1.120;1.337;5;-0.524;0.955;1.390;6;-0.642;0.865;1.296;7;-0.667;0.854;1.217;8;-0.090;1.117;1.363;9;-0.016;1.117;1.363;10;0.013;0.919;1.247;10;0.013;0.919;1.247;12;-0.290;0.891;1.253;13;-0.425;0.632;1.335;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.161;0.886;1.272;17;-0.415;0.699;1.259;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.855;0;-0.225;0.953;1.276;1;-0.228;0.988;1.314;2;-0.377;1.120;1.337;3;-0.197;1.362;1.311;4;-0.377;1.120;1.337;5;-0.524;0.955;1.390;6;-0.642;0.865;1.296;7;-0.667;0.854;1.217;8;-0.090;1.117;1.363;9;-0.016;1.117;1.363;10;0.013;0.919;1.247;10;0.013;0.919;1.247;12;-0.290;0.891;1.253;13;-0.425;0.632;1.335;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.161;0.886;1.272;17;-0.415;0.699;1.259;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.862;0;-0.229;0.953;1.276;1;-0.232;0.988;1.314;2;-0.381;1.121;1.338;3;-0.199;1.363;1.312;4;-0.381;1.121;1.338;5;-0.526;0.952;1.393;6;-0.639;0.849;1.307;7;-0.639;0.851;1.232;8;-0.093;1.117;1.364;9;-0.021;1.117;1.364;10;-0.012;0.875;1.215;10;-0.012;0.875;1.215;12;-0.294;0.891;1.253;13;-0.425;0.629;1.327;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.165;0.887;1.273;17;-0.399;0.684;1.250;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.869;0;-0.229;0.953;1.276;1;-0.232;0.988;1.314;2;-0.381;1.121;1.338;3;-0.199;1.363;1.312;4;-0.381;1.121;1.338;5;-0.526;0.952;1.393;6;-0.639;0.849;1.307;7;-0.639;0.851;1.232;8;-0.093;1.117;1.364;9;-0.021;1.117;1.364;10;-0.012;0.875;1.215;10;-0.012;0.875;1.215;12;-0.294;0.891;1.253;13;-0.425;0.629;1.327;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.165;0.887;1.273;17;-0.399;0.684;1.250;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.877;0;-0.229;0.953;1.276;1;-0.232;0.988;1.314;2;-0.381;1.121;1.338;3;-0.199;1.363;1.312;4;-0.381;1.121;1.338;5;-0.526;0.952;1.393;6;-0.639;0.849;1.307;7;-0.639;0.851;1.232;8;-0.093;1.117;1.364;9;-0.021;1.117;1.364;10;-0.012;0.875;1.215;10;-0.012;0.875;1.215;12;-0.294;0.891;1.253;13;-0.425;0.629;1.327;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.165;0.887;1.273;17;-0.399;0.684;1.250;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.884;0;-0.229;0.953;1.276;1;-0.232;0.988;1.314;2;-0.381;1.121;1.338;3;-0.199;1.363;1.312;4;-0.381;1.121;1.338;5;-0.526;0.952;1.393;6;-0.639;0.849;1.307;7;-0.639;0.851;1.232;8;-0.093;1.117;1.364;9;-0.021;1.117;1.364;10;-0.012;0.875;1.215;10;-0.012;0.875;1.215;12;-0.294;0.891;1.253;13;-0.425;0.629;1.327;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.165;0.887;1.273;17;-0.399;0.684;1.250;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.892;0;-0.229;0.953;1.276;1;-0.232;0.988;1.314;2;-0.381;1.121;1.338;3;-0.199;1.363;1.312;4;-0.381;1.121;1.338;5;-0.526;0.952;1.393;6;-0.639;0.849;1.307;7;-0.639;0.851;1.232;8;-0.093;1.117;1.364;9;-0.021;1.117;1.364;10;-0.012;0.875;1.215;10;-0.012;0.875;1.215;12;-0.294;0.891;1.253;13;-0.425;0.629;1.327;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.165;0.887;1.273;17;-0.399;0.684;1.250;18;-0.168;0.731;1.218;19;0.013;0.780;1.259
17.899;0;-0.232;0.954;1.277;1;-0.236;0.989;1.315;2;-0.384;1.122;1.338;3;-0.201;1.363;1.313;4;-0.384;1.122;1.338;5;-0.527;0.950;1.396;6;-0.633;0.835;1.316;7;-0.610;0.833;1.227;8;-0.097;1.117;1.366;9;-0.020;1.117;1.366;10;0.058;0.849;1.295;10;0.058;0.849;1.295;12;-0.297;0.892;1.253;13;-0.449;0.658;1.351;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.168;0.887;1.274;17;-0.395;0.680;1.247;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.909;0;-0.232;0.954;1.277;1;-0.236;0.989;1.315;2;-0.384;1.122;1.338;3;-0.201;1.363;1.313;4;-0.384;1.122;1.338;5;-0.527;0.950;1.396;6;-0.633;0.835;1.316;7;-0.610;0.833;1.227;8;-0.097;1.117;1.366;9;-0.020;1.117;1.366;10;0.058;0.849;1.295;10;0.058;0.849;1.295;12;-0.297;0.892;1.253;13;-0.449;0.658;1.351;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.168;0.887;1.274;17;-0.395;0.680;1.247;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.919;0;-0.232;0.954;1.277;1;-0.236;0.989;1.315;2;-0.384;1.122;1.338;3;-0.201;1.363;1.313;4;-0.384;1.122;1.338;5;-0.527;0.950;1.396;6;-0.633;0.835;1.316;7;-0.610;0.833;1.227;8;-0.097;1.117;1.366;9;-0.020;1.117;1.366;10;0.058;0.849;1.295;10;0.058;0.849;1.295;12;-0.297;0.892;1.253;13;-0.449;0.658;1.351;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.168;0.887;1.274;17;-0.395;0.680;1.247;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.926;0;-0.235;0.954;1.277;1;-0.239;0.989;1.315;2;-0.387;1.124;1.339;3;-0.202;1.363;1.313;4;-0.387;1.124;1.339;5;-0.526;0.949;1.398;6;-0.622;0.820;1.328;7;-0.578;0.805;1.199;8;-0.100;1.118;1.368;9;-0.018;1.118;1.368;10;0.066;0.828;1.317;10;0.066;0.828;1.317;12;-0.300;0.892;1.253;13;-0.462;0.674;1.364;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.171;0.887;1.275;17;-0.389;0.676;1.245;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.933;0;-0.235;0.954;1.277;1;-0.239;0.989;1.315;2;-0.387;1.124;1.339;3;-0.202;1.363;1.313;4;-0.387;1.124;1.339;5;-0.526;0.949;1.398;6;-0.622;0.820;1.328;7;-0.578;0.805;1.199;8;-0.100;1.118;1.368;9;-0.018;1.118;1.368;10;0.066;0.828;1.317;10;0.066;0.828;1.317;12;-0.300;0.892;1.253;13;-0.462;0.674;1.364;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.171;0.887;1.275;17;-0.389;0.676;1.245;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.940;0;-0.235;0.954;1.277;1;-0.239;0.989;1.315;2;-0.387;1.124;1.339;3;-0.202;1.363;1.313;4;-0.387;1.124;1.339;5;-0.526;0.949;1.398;6;-0.622;0.820;1.328;7;-0.578;0.805;1.199;8;-0.100;1.118;1.368;9;-0.018;1.118;1.368;10;0.066;0.828;1.317;10;0.066;0.828;1.317;12;-0.300;0.892;1.253;13;-0.462;0.674;1.364;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.171;0.887;1.275;17;-0.389;0.676;1.245;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.948;0;-0.235;0.954;1.277;1;-0.239;0.989;1.315;2;-0.387;1.124;1.339;3;-0.202;1.363;1.313;4;-0.387;1.124;1.339;5;-0.526;0.949;1.398;6;-0.622;0.820;1.328;7;-0.578;0.805;1.199;8;-0.100;1.118;1.368;9;-0.018;1.118;1.368;10;0.066;0.828;1.317;10;0.066;0.828;1.317;12;-0.300;0.892;1.253;13;-0.462;0.674;1.364;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.171;0.887;1.275;17;-0.389;0.676;1.245;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.955;0;-0.235;0.954;1.277;1;-0.239;0.989;1.315;2;-0.387;1.124;1.339;3;-0.202;1.363;1.313;4;-0.387;1.124;1.339;5;-0.526;0.949;1.398;6;-0.622;0.820;1.328;7;-0.578;0.805;1.199;8;-0.100;1.118;1.368;9;-0.018;1.118;1.368;10;0.066;0.828;1.317;10;0.066;0.828;1.317;12;-0.300;0.892;1.253;13;-0.462;0.674;1.364;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.171;0.887;1.275;17;-0.389;0.676;1.245;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.963;0;-0.237;0.955;1.278;1;-0.242;0.990;1.316;2;-0.388;1.126;1.339;3;-0.203;1.364;1.314;4;-0.388;1.126;1.339;5;-0.526;0.949;1.400;6;-0.585;0.806;1.319;7;-0.545;0.782;1.182;8;-0.102;1.117;1.372;9;-0.016;1.117;1.372;10;0.075;0.821;1.333;10;0.075;0.821;1.333;12;-0.302;0.893;1.253;13;-0.468;0.682;1.371;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.173;0.888;1.276;17;-0.384;0.672;1.243;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.971;0;-0.237;0.955;1.278;1;-0.242;0.990;1.316;2;-0.388;1.126;1.339;3;-0.203;1.364;1.314;4;-0.388;1.126;1.339;5;-0.526;0.949;1.400;6;-0.585;0.806;1.319;7;-0.545;0.782;1.182;8;-0.102;1.117;1.372;9;-0.016;1.117;1.372;10;0.075;0.821;1.333;10;0.075;0.821;1.333;12;-0.302;0.893;1.253;13;-0.468;0.682;1.371;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.173;0.888;1.276;17;-0.384;0.672;1.243;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.978;0;-0.237;0.955;1.278;1;-0.242;0.990;1.316;2;-0.388;1.126;1.339;3;-0.203;1.364;1.314;4;-0.388;1.126;1.339;5;-0.526;0.949;1.400;6;-0.585;0.806;1.319;7;-0.545;0.782;1.182;8;-0.102;1.117;1.372;9;-0.016;1.117;1.372;10;0.075;0.821;1.333;10;0.075;0.821;1.333;12;-0.302;0.893;1.253;13;-0.468;0.682;1.371;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.173;0.888;1.276;17;-0.384;0.672;1.243;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.985;0;-0.237;0.955;1.278;1;-0.242;0.990;1.316;2;-0.388;1.126;1.339;3;-0.203;1.364;1.314;4;-0.388;1.126;1.339;5;-0.526;0.949;1.400;6;-0.585;0.806;1.319;7;-0.545;0.782;1.182;8;-0.102;1.117;1.372;9;-0.016;1.117;1.372;10;0.075;0.821;1.333;10;0.075;0.821;1.333;12;-0.302;0.893;1.253;13;-0.468;0.682;1.371;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.173;0.888;1.276;17;-0.384;0.672;1.243;18;-0.104;0.767;1.337;19;0.013;0.780;1.259
17.994;0;-0.239;0.955;1.278;1;-0.244;0.991;1.316;2;-0.390;1.127;1.338;3;-0.204;1.364;1.314;4;-0.390;1.127;1.338;5;-0.524;0.949;1.400;6;-0.535;0.804;1.291;7;-0.507;0.766;1.180;8;-0.104;1.116;1.377;9;-0.014;1.116;1.377;10;0.079;0.818;1.342;10;0.079;0.818;1.342;12;-0.304;0.893;1.253;13;-0.471;0.687;1.374;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.175;0.888;1.278;17;-0.381;0.670;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.001;0;-0.239;0.955;1.278;1;-0.244;0.991;1.316;2;-0.390;1.127;1.338;3;-0.204;1.364;1.314;4;-0.390;1.127;1.338;5;-0.524;0.949;1.400;6;-0.535;0.804;1.291;7;-0.507;0.766;1.180;8;-0.104;1.116;1.377;9;-0.014;1.116;1.377;10;0.079;0.818;1.342;10;0.079;0.818;1.342;12;-0.304;0.893;1.253;13;-0.471;0.687;1.374;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.175;0.888;1.278;17;-0.381;0.670;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.008;0;-0.239;0.955;1.278;1;-0.244;0.991;1.316;2;-0.390;1.127;1.338;3;-0.204;1.364;1.314;4;-0.390;1.127;1.338;5;-0.524;0.949;1.400;6;-0.535;0.804;1.291;7;-0.507;0.766;1.180;8;-0.104;1.116;1.377;9;-0.014;1.116;1.377;10;0.079;0.818;1.342;10;0.079;0.818;1.342;12;-0.304;0.893;1.253;13;-0.471;0.687;1.374;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.175;0.888;1.278;17;-0.381;0.670;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.015;0;-0.239;0.955;1.278;1;-0.244;0.991;1.316;2;-0.390;1.127;1.338;3;-0.204;1.364;1.314;4;-0.390;1.127;1.338;5;-0.524;0.949;1.400;6;-0.535;0.804;1.291;7;-0.507;0.766;1.180;8;-0.104;1.116;1.377;9;-0.014;1.116;1.377;10;0.079;0.818;1.342;10;0.079;0.818;1.342;12;-0.304;0.893;1.253;13;-0.471;0.687;1.374;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.175;0.888;1.278;17;-0.381;0.670;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.022;0;-0.239;0.955;1.278;1;-0.244;0.991;1.316;2;-0.390;1.127;1.338;3;-0.204;1.364;1.314;4;-0.390;1.127;1.338;5;-0.524;0.949;1.400;6;-0.535;0.804;1.291;7;-0.507;0.766;1.180;8;-0.104;1.116;1.377;9;-0.014;1.116;1.377;10;0.079;0.818;1.342;10;0.079;0.818;1.342;12;-0.304;0.893;1.253;13;-0.471;0.687;1.374;14;-0.300;0.757;1.159;15;-0.155;0.725;1.225;16;-0.175;0.888;1.278;17;-0.381;0.670;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.029;0;-0.240;0.955;1.279;1;-0.245;0.991;1.317;2;-0.390;1.129;1.337;3;-0.204;1.364;1.315;4;-0.390;1.129;1.337;5;-0.523;0.950;1.400;6;-0.496;0.802;1.261;7;-0.472;0.758;1.176;8;-0.105;1.115;1.382;9;-0.011;1.115;1.382;10;0.076;0.821;1.345;10;0.076;0.821;1.345;12;-0.304;0.894;1.253;13;-0.473;0.690;1.377;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.177;0.887;1.281;17;-0.378;0.669;1.240;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.036;0;-0.240;0.955;1.279;1;-0.245;0.991;1.317;2;-0.390;1.129;1.337;3;-0.204;1.364;1.315;4;-0.390;1.129;1.337;5;-0.523;0.950;1.400;6;-0.496;0.802;1.261;7;-0.472;0.758;1.176;8;-0.105;1.115;1.382;9;-0.011;1.115;1.382;10;0.076;0.821;1.345;10;0.076;0.821;1.345;12;-0.304;0.894;1.253;13;-0.473;0.690;1.377;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.177;0.887;1.281;17;-0.378;0.669;1.240;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.043;0;-0.240;0.955;1.279;1;-0.245;0.991;1.317;2;-0.390;1.129;1.337;3;-0.204;1.364;1.315;4;-0.390;1.129;1.337;5;-0.523;0.950;1.400;6;-0.496;0.802;1.261;7;-0.472;0.758;1.176;8;-0.105;1.115;1.382;9;-0.011;1.115;1.382;10;0.076;0.821;1.345;10;0.076;0.821;1.345;12;-0.304;0.894;1.253;13;-0.473;0.690;1.377;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.177;0.887;1.281;17;-0.378;0.669;1.240;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.051;0;-0.240;0.955;1.279;1;-0.245;0.991;1.317;2;-0.390;1.129;1.337;3;-0.204;1.364;1.315;4;-0.390;1.129;1.337;5;-0.523;0.950;1.400;6;-0.496;0.802;1.261;7;-0.472;0.758;1.176;8;-0.105;1.115;1.382;9;-0.011;1.115;1.382;10;0.076;0.821;1.345;10;0.076;0.821;1.345;12;-0.304;0.894;1.253;13;-0.473;0.690;1.377;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.177;0.887;1.281;17;-0.378;0.669;1.240;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.062;0;-0.241;0.955;1.280;1;-0.247;0.991;1.318;2;-0.391;1.130;1.335;3;-0.203;1.364;1.315;4;-0.391;1.130;1.335;5;-0.522;0.951;1.390;6;-0.461;0.799;1.232;7;-0.427;0.762;1.186;8;-0.105;1.114;1.387;9;-0.009;1.114;1.387;10;0.069;0.826;1.341;10;0.069;0.826;1.341;12;-0.305;0.894;1.253;13;-0.472;0.691;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.178;0.886;1.284;17;-0.375;0.667;1.241;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.072;0;-0.241;0.955;1.280;1;-0.247;0.991;1.318;2;-0.391;1.130;1.335;3;-0.203;1.364;1.315;4;-0.391;1.130;1.335;5;-0.522;0.951;1.390;6;-0.461;0.799;1.232;7;-0.427;0.762;1.186;8;-0.105;1.114;1.387;9;-0.009;1.114;1.387;10;0.069;0.826;1.341;10;0.069;0.826;1.341;12;-0.305;0.894;1.253;13;-0.472;0.691;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.178;0.886;1.284;17;-0.375;0.667;1.241;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.079;0;-0.241;0.955;1.280;1;-0.247;0.991;1.318;2;-0.391;1.130;1.335;3;-0.203;1.364;1.315;4;-0.391;1.130;1.335;5;-0.522;0.951;1.390;6;-0.461;0.799;1.232;7;-0.427;0.762;1.186;8;-0.105;1.114;1.387;9;-0.009;1.114;1.387;10;0.069;0.826;1.341;10;0.069;0.826;1.341;12;-0.305;0.894;1.253;13;-0.472;0.691;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.178;0.886;1.284;17;-0.375;0.667;1.241;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.086;0;-0.241;0.955;1.280;1;-0.247;0.991;1.318;2;-0.391;1.130;1.335;3;-0.203;1.364;1.315;4;-0.391;1.130;1.335;5;-0.522;0.951;1.390;6;-0.461;0.799;1.232;7;-0.427;0.762;1.186;8;-0.105;1.114;1.387;9;-0.009;1.114;1.387;10;0.069;0.826;1.341;10;0.069;0.826;1.341;12;-0.305;0.894;1.253;13;-0.472;0.691;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.178;0.886;1.284;17;-0.375;0.667;1.241;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.093;0;-0.242;0.955;1.281;1;-0.248;0.991;1.318;2;-0.390;1.132;1.332;3;-0.202;1.365;1.316;4;-0.390;1.132;1.332;5;-0.523;0.955;1.361;6;-0.456;0.802;1.227;7;-0.447;0.764;1.205;8;-0.104;1.113;1.392;9;-0.007;1.113;1.392;10;0.058;0.835;1.329;10;0.058;0.835;1.329;12;-0.306;0.894;1.253;13;-0.472;0.692;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.179;0.885;1.287;17;-0.372;0.665;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.100;0;-0.242;0.955;1.281;1;-0.248;0.991;1.318;2;-0.390;1.132;1.332;3;-0.202;1.365;1.316;4;-0.390;1.132;1.332;5;-0.523;0.955;1.361;6;-0.456;0.802;1.227;7;-0.447;0.764;1.205;8;-0.104;1.113;1.392;9;-0.007;1.113;1.392;10;0.058;0.835;1.329;10;0.058;0.835;1.329;12;-0.306;0.894;1.253;13;-0.472;0.692;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.179;0.885;1.287;17;-0.372;0.665;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.107;0;-0.242;0.955;1.281;1;-0.248;0.991;1.318;2;-0.390;1.132;1.332;3;-0.202;1.365;1.316;4;-0.390;1.132;1.332;5;-0.523;0.955;1.361;6;-0.456;0.802;1.227;7;-0.447;0.764;1.205;8;-0.104;1.113;1.392;9;-0.007;1.113;1.392;10;0.058;0.835;1.329;10;0.058;0.835;1.329;12;-0.306;0.894;1.253;13;-0.472;0.692;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.179;0.885;1.287;17;-0.372;0.665;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
18.115;0;-0.242;0.955;1.281;1;-0.248;0.991;1.318;2;-0.390;1.132;1.332;3;-0.202;1.365;1.316;4;-0.390;1.132;1.332;5;-0.523;0.955;1.361;6;-0.456;0.802;1.227;7;-0.447;0.764;1.205;8;-0.104;1.113;1.392;9;-0.007;1.113;1.392;10;0.058;0.835;1.329;10;0.058;0.835;1.329;12;-0.306;0.894;1.253;13;-0.472;0.692;1.378;14;-0.347;0.532;1.215;15;-0.155;0.725;1.225;16;-0.179;0.885;1.287;17;-0.372;0.665;1.242;18;-0.104;0.767;1.337;19;-0.226;0.723;1.329
